seed,molecule,mape_percent,max_percent_difference,energy_at_max_error_eV
1,2-Methylpropanal,5.551930037326728,7.5219330460075655,44.5
1,Propanone,12.813114734452355,17.385180441167385,35.5
1,Hexan-3-one,19.261230289726516,22.178212571440817,30.25
1,"3,3-Dimethylbutan-2-one",22.284749973547974,25.716171286891537,25.0
1,Methanol,6.27195914781724,18.568883906155147,25.0
2,2-Methylpropanal,3.0873464251558547,5.131341463332458,49.75
2,Propanone,8.62529005503778,13.596451146419724,34.75
2,Hexan-3-one,5.799488182005112,8.113445536189333,30.25
2,"3,3-Dimethylbutan-2-one",4.905035780492023,6.950420750469112,60.25
2,Methanol,6.183999903029456,9.18835889528709,25.75
3,2-Methylpropanal,4.393604703903327,8.032096463900222,44.5
3,Propanone,13.796646982529643,19.455921030165246,35.5
3,Hexan-3-one,4.721742575108494,6.597354352338278,30.25
3,"3,3-Dimethylbutan-2-one",5.958733547116644,7.9751447195765435,25.0
3,Methanol,9.914601692745993,16.608077515986057,100.0
4,2-Methylpropanal,3.968345348460768,6.845518643884409,44.5
4,Propanone,7.336399628505775,10.182393939341518,34.75
4,Hexan-3-one,5.550809286790402,8.320444692448731,30.25
4,"3,3-Dimethylbutan-2-one",3.165375887747431,5.43752841785055,60.25
4,Methanol,12.33791157542961,23.23789674102029,100.0
5,2-Methylpropanal,4.479491529865053,6.445958811068053,44.5
5,Propanone,19.56791942198093,22.13671194076517,25.0
5,Hexan-3-one,1.5698575590525263,5.5774080080376285,30.25
5,"3,3-Dimethylbutan-2-one",3.573209574256387,6.182669743790618,25.0
5,Methanol,14.197880564559462,23.263744286512466,100.0
6,2-Methylpropanal,5.26505499004771,9.536396143221268,25.0
6,Propanone,15.989989137456403,23.20409633911817,39.25
6,Hexan-3-one,4.895537092125298,7.487254810800026,30.25
6,"3,3-Dimethylbutan-2-one",5.567829518883989,7.651634766506839,60.25
6,Methanol,15.977640829727061,27.11903604341859,100.0
7,2-Methylpropanal,5.598393132146156,8.003765989752134,29.5
7,Propanone,12.246335221017352,17.98254940839955,35.5
