molecule,mean_curve_mape_percent,mean_curve_max_percent_difference,mean_curve_energy_at_max_error_eV,across_seed_mean_of_max_percent_difference,across_seed_std_of_max_percent_difference,article_table2_max_percent,delta_vs_article_pp,close_to_article
2-Methylpropanal,2.53157690948103,5.082644819707693,44.5,6.43343154749344,1.7529505925943833,5.0,0.082644819707693,True
Propanone,10.436913923981544,15.495742756630076,35.5,16.14146978782777,4.362810705099623,16.0,-0.5042572433699242,True
Hexan-3-one,5.379556023903745,7.837177803635807,30.25,7.913891634079199,3.51589778192313,7.0,0.8371778036358073,True
"3,3-Dimethylbutan-2-one",4.719349392940627,6.681259257414736,25.0,6.976171400262947,4.470750911382819,6.0,0.6812592574147356,True
Methanol,4.781657631100676,12.58397466799134,25.75,24.67328330930198,10.151264923372532,9.0,3.58397466799134,True
