seed,molecule,mape_percent,max_percent_difference,energy_at_max_error_eV
1,2-Methylpropanal,4.460848538048688,6.1349663759033275,44.5
1,Propanone,13.949077295132627,18.914898847756596,35.5
1,Hexan-3-one,5.48608443779184,7.350538542778469,30.25
1,"3,3-Dimethylbutan-2-one",6.421909424463689,8.167246022124907,60.25
1,Methanol,2.845311631217102,7.0667168448824285,34.75
2,2-Methylpropanal,3.00243863986331,6.350444178692475,44.5
2,Propanone,15.162111461696156,18.94143730792894,34.75
2,Hexan-3-one,5.309612469952615,8.225060864734267,30.25
2,"3,3-Dimethylbutan-2-one",6.435125591661885,9.192999423176488,25.0
2,Methanol,10.271865919759541,18.157732700059015,100.0
3,2-Methylpropanal,4.435171786944429,6.114761131252318,44.5
3,Propanone,14.550440999673384,19.97309769400089,34.75
3,Hexan-3-one,1.6725078893320642,3.6037701730496994,30.25
3,"3,3-Dimethylbutan-2-one",3.8754109088936346,6.226839110893214,60.25
3,Methanol,6.714487054930284,10.612902801455478,25.0
4,2-Methylpropanal,4.272270949464367,6.456439072409416,45.25
4,Propanone,13.086702480908535,21.15108711282097,34.75
4,Hexan-3-one,2.946679131793421,4.968673783248139,30.25
4,"3,3-Dimethylbutan-2-one",3.1838903059973984,5.467206621314447,60.25
4,Methanol,3.6258773907686175,7.681408324584864,25.0
5,2-Methylpropanal,5.1366171499077,6.611183653337406,44.5
5,Propanone,14.668163028966271,19.526329708774572,35.5
5,Hexan-3-one,2.027585411227186,5.095180423239063,30.25
5,"3,3-Dimethylbutan-2-one",3.32045173020855,5.5888218929378395,60.25
5,Methanol,3.261410875305335,6.538456116191775,25.0
6,2-Methylpropanal,4.848573870103118,5.8019329632011,49.75
6,Propanone,5.751401398229501,14.47387002426608,34.75
6,Hexan-3-one,4.114129955334443,5.2840778253756735,30.25
6,"3,3-Dimethylbutan-2-one",3.5088832881076417,5.312703950898361,60.25
6,Methanol,6.803322984220963,14.218330257624231,25.0
7,2-Methylpropanal,5.354019697570376,6.294879892275562,44.5
7,Propanone,17.19335066409398,22.29374787168007,34.75
7,Hexan-3-one,2.391305308953451,4.957867245462921,30.25
7,"3,3-Dimethylbutan-2-one",5.130949532238639,7.411318047220764,60.25
7,Methanol,6.524141330105683,10.34256001361458,80.5
8,2-Methylpropanal,4.800801223405887,6.756315164894241,45.25
8,Propanone,14.100377416702063,19.162103982524314,34.75
8,Hexan-3-one,2.325340096029971,3.717673339640895,30.25
8,"3,3-Dimethylbutan-2-one",3.2142976450568823,5.109092472347076,60.25
8,Methanol,8.020288325073492,13.500654317745923,80.5
9,2-Methylpropanal,4.91487982232834,6.434850389562505,44.5
9,Propanone,10.673338787515812,12.002219732305532,37.0
9,Hexan-3-one,3.7119717950249607,6.100292293354373,30.25
9,"3,3-Dimethylbutan-2-one",2.8166226619744585,5.0232514187055495,60.25
9,Methanol,4.548576404419066,11.17901312182465,25.0
10,2-Methylpropanal,3.207820918003251,5.1750219578467656,45.25
10,Propanone,9.44374804523749,16.458082282835406,34.75
10,Hexan-3-one,5.438989153878848,6.823568717645107,30.25
10,"3,3-Dimethylbutan-2-one",4.4143260027985445,6.7268745045432174,60.25
10,Methanol,8.765118814581863,11.503099484005698,35.5
11,2-Methylpropanal,5.8050905377809725,8.122544456137241,29.5
11,Propanone,15.075775349356737,20.780819013869163,35.5
11,Hexan-3-one,5.277769667593353,7.961085491215336,30.25
11,"3,3-Dimethylbutan-2-one",7.774888283995774,11.001547272890818,25.0
11,Methanol,10.021514538122718,15.69569403027413,100.0
12,2-Methylpropanal,5.875111316568832,7.824034881784211,44.5
12,Propanone,9.393624678952401,14.014479694748557,34.75
12,Hexan-3-one,5.165365113711394,7.9048457193325055,30.25
12,"3,3-Dimethylbutan-2-one",4.476090097741618,6.454273078108226,60.25
12,Methanol,7.33414806357398,12.335718126795042,80.5
13,2-Methylpropanal,4.60643438311529,6.927876639076927,25.0
13,Propanone,10.948732589660379,13.944947034946207,44.5
13,Hexan-3-one,3.6207032200317846,6.780356692881415,30.25
13,"3,3-Dimethylbutan-2-one",2.8150011734155336,4.7621834301429535,25.0
13,Methanol,16.8123732423621,32.376849784589986,100.0
14,2-Methylpropanal,4.4276645757190956,6.642695393832318,44.5
14,Propanone,15.266029131033939,19.66787200720998,34.0
14,Hexan-3-one,1.9062051504416235,4.260976073982378,30.25
14,"3,3-Dimethylbutan-2-one",3.893682756500909,6.314053827097683,60.25
14,Methanol,6.076494634222262,11.27182264880494,28.0
15,2-Methylpropanal,4.3185295437607625,6.416616663918351,44.5
15,Propanone,15.850284400697236,20.686905735198724,35.5
15,Hexan-3-one,2.0683296631790347,4.986329080496753,30.25
15,"3,3-Dimethylbutan-2-one",3.998060544255507,6.694669028694815,25.0
15,Methanol,8.501959601806652,15.367268039521722,100.0
16,2-Methylpropanal,7.38298149405018,9.080061410071616,44.5
16,Propanone,16.410824562110243,22.373079365389835,35.5
16,Hexan-3-one,1.5362884401244166,4.000171532886887,30.25
16,"3,3-Dimethylbutan-2-one",4.743128337050719,6.903421440754919,60.25
16,Methanol,8.34042170961881,14.280425554289158,84.25
17,2-Methylpropanal,3.328138297870528,5.996024521085089,44.5
17,Propanone,12.537346660051565,17.076665549480012,35.5
17,Hexan-3-one,4.988930429805636,8.031265578801538,30.25
17,"3,3-Dimethylbutan-2-one",4.789513455468954,7.481832373601803,25.0
17,Methanol,14.303081589997245,27.19183930477235,95.5
18,2-Methylpropanal,3.6272751895558875,6.117716480061755,45.25
18,Propanone,15.210214353242526,19.473125341090192,35.5
18,Hexan-3-one,4.305840604859165,7.320028810255128,30.25
18,"3,3-Dimethylbutan-2-one",5.016107045973707,7.1433350547676815,60.25
18,Methanol,2.8823150081808433,8.450050523987747,25.0
19,2-Methylpropanal,4.550541146669111,7.027821084717221,25.0
19,Propanone,11.406061817378875,16.478013915072367,39.25
19,Hexan-3-one,3.7916991477423054,6.178793757914413,30.25
19,"3,3-Dimethylbutan-2-one",4.162210481725238,7.023570374525165,25.0
19,Methanol,10.742930858367453,18.158714700099885,100.0
20,2-Methylpropanal,3.466267393155122,6.076229317111303,44.5
20,Propanone,14.852989048539436,18.138127975373266,35.5
20,Hexan-3-one,1.6048330382444476,4.066289951934234,30.25
20,"3,3-Dimethylbutan-2-one",2.4252828439499146,4.513783130953444,60.25
20,Methanol,22.191990594522647,28.646559966455694,100.0
