seed,molecule,mape_percent,max_percent_difference,rmse_a0_2,mae_a0_2,max_abs_error_a0_2
1,Ethanal,55.954595690376635,63.9999174322569,11.908930622665036,11.808307846829088,13.563923963048163
1,Propanal,7.835790877978585,10.863575534129657,2.3024427198128485,2.291160691060949,2.7769851037725815
1,3-Methylbutan-2-one,9.226093697983377,13.034328321345395,4.687212893720161,4.634501102108668,5.416655920362473
1,Molecular Nitrogen,120.99030418679297,245.26378267350358,0.7949644788549686,0.788143543062988,1.0220275315432397
1,Ethanol,24.96431013816044,45.22131518883014,6.440944322761073,5.845442623144672,10.464201865315182
2,Ethanal,56.330562831631546,90.05597735688849,11.870434906450708,11.349692573841047,17.155985757887315
2,Propanal,7.887726839717778,10.628013087180085,2.3216376867612882,2.3086474428359898,2.81334337791327
2,3-Methylbutan-2-one,9.250106607469473,13.035892207813513,4.703401673390148,4.648893782773232,5.432534789338732
2,Molecular Nitrogen,131.43185635497042,632.1636752869523,0.8262215882925882,0.6850042457441062,1.4146675369016641
2,Ethanol,20.139827012762204,28.60492869226806,4.885226072787965,4.6754741072232635,6.6191738769414314
3,Ethanal,40.873345292117854,83.26935345385945,8.32860728834508,8.114671750868323,11.090461441896156
3,Propanal,7.908493065439716,10.700362362240194,2.3243094922425698,2.3126060663515524,2.7844123448006926
3,3-Methylbutan-2-one,9.274986904451396,13.118427354203167,4.711668066962466,4.658985400877413,5.42807458323292
3,Molecular Nitrogen,216.08971225064968,1585.565687252957,1.3675564839515664,1.0297334948089012,3.548208150940923
3,Ethanol,15.885286025016615,24.802506225736913,4.400851104844482,3.7894416373768585,5.804304227901429
4,Ethanal,54.63148013976092,63.46252126614225,11.580897206398665,11.512029112128795,12.406298164005467
4,Propanal,7.851236402845041,11.120845301508966,2.3077713037557905,2.295773069407564,2.767751182690816
4,3-Methylbutan-2-one,9.255406571336977,13.264476705829676,4.701493719891825,4.649136645441507,5.425590244953504
4,Molecular Nitrogen,326.1311675358929,1457.8682284432773,1.9810845119438065,1.9516695761612992,3.262444421411714
4,Ethanol,24.589866788296412,42.584890687555,6.598179347418234,5.739214147944878,9.85413384609003
5,Ethanal,73.35037233624114,97.02613981708114,15.315364584577873,15.131570208437683,19.03983166266901
5,Propanal,8.037214810549806,12.306142165923111,2.3557327572212863,2.3456413300602077,2.8056451658694925
5,3-Methylbutan-2-one,9.368001712128308,13.31194779759692,4.752685750013457,4.701438286153226,5.507436962904528
5,Molecular Nitrogen,522.005241437387,2183.937376468649,3.9783408440955643,3.5460854297449553,5.996921300983436
5,Ethanol,17.3072458078139,31.223598434554784,4.40623185900114,4.035204188630352,7.225133449047146
6,Ethanal,43.695634407568974,56.51670370647243,9.642120761197079,9.356340211674155,12.182659247275353
6,Propanal,7.865757524335491,10.807259519440743,2.3126649431629938,2.30030008333603,2.8069999897678173
6,3-Methylbutan-2-one,9.249731997365052,12.677079902676978,4.6999055438033635,4.647344887329275,5.436259623324567
6,Molecular Nitrogen,376.54487371144626,1732.195727668873,2.559900282612649,2.3812985379420897,3.8763395609223914
6,Ethanol,18.302027393628386,24.654142632417525,4.418443265776238,4.226869656463005,5.704962897355397
7,Ethanal,86.18795985165768,115.23713698356003,18.01752723934673,17.747610683767196,22.33332244952602
