seed,molecule,mape_percent,max_percent_difference,rmse_a0_2,mae_a0_2,max_abs_error_a0_2
1,2-Methylpropanal,4.32723459272484,7.057260421125168,1.6739303080170518,1.6462459557400255,2.153333757035149
1,Propanone,8.565899496155948,11.775083294436428,2.315126438946079,2.303767480020455,2.676664898042734
1,Hexan-3-one,4.118776912575877,6.671672654916572,2.1308779144137184,2.0991041861775503,2.74545047553471
1,"3,3-Dimethylbutan-2-one",2.040100035630624,4.021094845904439,1.163205745817872,1.0807720960410157,2.1924525844795824
1,Methanol,15.41568945912019,20.16068839969458,2.4940438606843234,2.424469707845265,3.2721889737538543
2,2-Methylpropanal,4.227377070421711,7.298603153614444,1.6366448411621313,1.6109273237958857,2.1050048149656035
2,Propanone,8.639225839513701,12.011844602996682,2.3293232409487787,2.3189414550151994,2.6613818713789783
2,Hexan-3-one,4.2258192603792955,6.849433979329176,2.182544428455353,2.149977655455981,2.819750960758441
2,"3,3-Dimethylbutan-2-one",2.1448813927338923,4.093668119696527,1.2131290462134543,1.1316455653194464,2.2320222707931663
2,Methanol,7.950541061743423,11.336065806759253,1.3022638130087238,1.2547005930378468,1.7610775172784674
3,2-Methylpropanal,4.357233303165292,7.637011282577443,1.6826563317675372,1.654622211990594,2.1994670697719556
3,Propanone,8.535226652160734,11.535337761570377,2.3098995620959686,2.297327974574794,2.7075735622486086
3,Hexan-3-one,4.089726317020972,6.639478235230464,2.121625995354513,2.0874886871029923,2.761003901321537
3,"3,3-Dimethylbutan-2-one",2.011646643232502,4.076383075340581,1.157936024422833,1.0691565969664576,2.2225978126236114
3,Methanol,22.310133260138926,27.353775202291242,3.82093292510625,3.6164021738037855,4.57702232024751
4,2-Methylpropanal,4.315997840794658,7.701402415431552,1.6675932860186502,1.6411842693355199,2.14285585880657
4,Propanone,8.582566708017126,11.787347451641933,2.3192290821488233,2.3071897706109747,2.7425027150837913
4,Hexan-3-one,4.129705608145315,6.571795494901991,2.1384291204266916,2.1044533597121498,2.804479325599466
4,"3,3-Dimethylbutan-2-one",2.0510032464126904,4.059856318090018,1.174183028336067,1.086121269575615,2.213586801186274
4,Methanol,12.511106822693328,22.447558548363848,2.3634194661790957,2.0471636624990253,3.7570752633833653
5,2-Methylpropanal,4.344193328462834,8.218779521056947,1.677438262566034,1.6485299371636672,2.1593787870637016
5,Propanone,8.558017883947796,11.417481813631971,2.3162197725800975,2.3036466303829513,2.7066367321519813
5,Hexan-3-one,4.1077129354178705,6.535594313927915,2.1275370664189004,2.095727028834445,2.728320431967795
5,"3,3-Dimethylbutan-2-one",2.0295302776793442,4.032695567543183,1.1633904778949575,1.0773949386979107,2.1987777354927687
5,Methanol,14.74477813338282,21.694520412733514,2.6700145813753524,2.4111362913914935,3.6117841233814385
6,2-Methylpropanal,4.314346723649713,7.073543912657493,1.6675796492615769,1.6392119204913804,2.1463502081260017
6,Propanone,8.598238618314014,13.4825722957162,2.3219506755902626,2.310680227989975,2.6942725653222688
6,Hexan-3-one,4.138567793791215,7.0353709945947225,2.1433410939019977,2.110056746262154,2.7781398224280096
6,"3,3-Dimethylbutan-2-one",2.0591658014428678,4.106595980045817,1.1755275245351693,1.0917246561256193,2.239071027890617
6,Methanol,38.74918740191717,42.80213745361979,6.089467859813148,6.067407126397634,6.616749391482731
7,2-Methylpropanal,4.340086902325817,7.631296313571615,1.6772014509780453,1.6506079302002152,2.151467503588947
7,Propanone,8.551489386049111,11.753344003403939,2.3102447578805423,2.299092607276232,2.6558700421109513
7,Hexan-3-one,4.109698673555213,6.562459429823901,2.1283818774353684,2.0943854380425773,2.812900658616293
7,"3,3-Dimethylbutan-2-one",2.031408209679381,4.069928458799604,1.1645029109642413,1.0760533479060428,2.2190785122192693
7,Methanol,21.3746574127773,35.455917130502385,3.776007616501113,3.427984883031645,5.827798378339793
8,2-Methylpropanal,4.3223932860858625,7.301358410987537,1.671779087867193,1.6439955861266358,2.1892240943210552
8,Propanone,8.572527273821057,11.538894355829102,2.3158318590394553,2.304524652324465,2.6698197069592915
