molecule,energy_eV,sigma_a0_2
Molecular Hydrogen,60.25,0.3488805522116252
Molecular Hydrogen,61.0,0.3492716601171565
Molecular Hydrogen,61.75,0.34966276802268775
Molecular Hydrogen,62.5,0.35005387592821907
Molecular Hydrogen,63.25,0.3503658381246153
Molecular Hydrogen,64.0,0.35036121748447147
Molecular Hydrogen,64.75,0.35035659684432763
Molecular Hydrogen,65.5,0.3503519762041838
Molecular Hydrogen,66.25,0.35034735556403995
Molecular Hydrogen,67.0,0.3503427349238961
Molecular Hydrogen,67.75,0.3503381142837523
Molecular Hydrogen,68.5,0.35033349364360844
Molecular Hydrogen,69.25,0.3503288730034646
Molecular Hydrogen,70.0,0.3503181101204722
Molecular Hydrogen,70.75,0.35030511369462575
Molecular Hydrogen,71.5,0.3502921172687793
Molecular Hydrogen,72.25,0.35027912084293283
Molecular Hydrogen,73.0,0.3502661244170863
Molecular Hydrogen,73.75,0.35025312799123987
Molecular Hydrogen,74.5,0.3502401315653934
Molecular Hydrogen,75.25,0.35022713513954695
Molecular Hydrogen,76.0,0.35012383051131596
Molecular Hydrogen,76.75,0.3497721783265273
Molecular Hydrogen,77.5,0.34942052614173863
Molecular Hydrogen,78.25,0.34906887395694997
Molecular Hydrogen,79.0,0.3487172217721613
Molecular Hydrogen,79.75,0.34836556958737264
Molecular Hydrogen,80.5,0.34801391740258397
Molecular Hydrogen,81.25,0.3476622652177953
Molecular Hydrogen,82.0,0.3473106130330067
Molecular Hydrogen,82.75,0.3469324698568892
Molecular Hydrogen,83.5,0.3465477039329395
Molecular Hydrogen,84.25,0.3461629380089898
Molecular Hydrogen,85.0,0.34577817208504014
Molecular Hydrogen,85.75,0.34539340616109043
Molecular Hydrogen,86.5,0.34500864023714073
Molecular Hydrogen,87.25,0.344623874313191
Molecular Hydrogen,88.0,0.3442391083892414
Molecular Hydrogen,88.75,0.34377192283894925
Molecular Hydrogen,89.5,0.3431398980359723
Molecular Hydrogen,90.25,0.3425078732329953
Molecular Hydrogen,91.0,0.34187584843001834
Molecular Hydrogen,91.75,0.3412438236270414
Molecular Hydrogen,92.5,0.34061179882406445
Molecular Hydrogen,93.25,0.3399797740210875
Molecular Hydrogen,94.0,0.3393477492181105
Molecular Hydrogen,94.75,0.33871572441513353
Molecular Hydrogen,95.5,0.3380642995010706
Molecular Hydrogen,96.25,0.33740988995453286
Molecular Hydrogen,97.0,0.33675548040799513
Molecular Hydrogen,97.75,0.3361010708614574
Molecular Hydrogen,98.5,0.3354466613149196
Molecular Hydrogen,99.25,0.3347922517683819
Molecular Hydrogen,100.0,0.3341378422218442
Molecular Nitrogen,25.0,0.22378184514627752
Molecular Nitrogen,25.75,0.24302642640003386
Molecular Nitrogen,26.5,0.2622710076537902
Molecular Nitrogen,27.25,0.2815155889075466
Molecular Nitrogen,28.0,0.3007601701613029
Molecular Nitrogen,28.75,0.32000475141505924
Molecular Nitrogen,29.5,0.33924933266881563
Molecular Nitrogen,30.25,0.3584939139225719
Molecular Nitrogen,31.0,0.3777384951763283
Molecular Nitrogen,31.75,0.3951020898900564
Molecular Nitrogen,32.5,0.4108198213812598
Molecular Nitrogen,33.25,0.42653755287246314
Molecular Nitrogen,34.0,0.4422552843636665
Molecular Nitrogen,34.75,0.4579730158548699
Molecular Nitrogen,35.5,0.47369074734607325
Molecular Nitrogen,36.25,0.4894084788372766
Molecular Nitrogen,37.0,0.5051262103284799
Molecular Nitrogen,37.75,0.5205734678366337
Molecular Nitrogen,38.5,0.5322340895820915
Molecular Nitrogen,39.25,0.5438947113275493
Molecular Nitrogen,40.0,0.5555553330730071
Molecular Nitrogen,40.75,0.5672159548184649
Molecular Nitrogen,41.5,0.5788765765639227
Molecular Nitrogen,42.25,0.5905371983093805
Molecular Nitrogen,43.0,0.6021978200548382
Molecular Nitrogen,43.75,0.613858441800296
Molecular Nitrogen,44.5,0.6237579342137397
Molecular Nitrogen,45.25,0.6324833404058406
Molecular Nitrogen,46.0,0.6412087465979416
Molecular Nitrogen,46.75,0.6499341527900426
Molecular Nitrogen,47.5,0.6586595589821436
Molecular Nitrogen,48.25,0.6673849651742445
Molecular Nitrogen,49.0,0.6761103713663454
Molecular Nitrogen,49.75,0.6848357775584464
Molecular Nitrogen,50.5,0.6933766334990145
Molecular Nitrogen,51.25,0.7007179128046187
Molecular Nitrogen,52.0,0.7080591921102228
Molecular Nitrogen,52.75,0.715400471415827
Molecular Nitrogen,53.5,0.7227417507214312
Molecular Nitrogen,54.25,0.7300830300270353
Molecular Nitrogen,55.0,0.7374243093326395
Molecular Nitrogen,55.75,0.7447655886382437
Molecular Nitrogen,56.5,0.7521068679438478
Molecular Nitrogen,57.25,0.7583019395443484
Molecular Nitrogen,58.0,0.7639239072922973
Molecular Nitrogen,58.75,0.7695458750402462
Molecular Nitrogen,59.5,0.775167842788195
Molecular Nitrogen,60.25,0.7807898105361438
Molecular Nitrogen,61.0,0.7864117782840926
Molecular Nitrogen,61.75,0.7920337460320415
Molecular Nitrogen,62.5,0.7976557137799902
Molecular Nitrogen,63.25,0.8029461937779044
Molecular Nitrogen,64.0,0.8069107227756802
Molecular Nitrogen,64.75,0.8108752517734561
Molecular Nitrogen,65.5,0.8148397807712319
Molecular Nitrogen,66.25,0.8188043097690076
Molecular Nitrogen,67.0,0.8227688387667834
Molecular Nitrogen,67.75,0.8267333677645592
Molecular Nitrogen,68.5,0.830697896762335
Molecular Nitrogen,69.25,0.8346624257601107
Molecular Nitrogen,70.0,0.8381522202675997
Molecular Nitrogen,70.75,0.8414693840513481
Molecular Nitrogen,71.5,0.8447865478350963
Molecular Nitrogen,72.25,0.8481037116188447
Molecular Nitrogen,73.0,0.8514208754025929
Molecular Nitrogen,73.75,0.8547380391863412
Molecular Nitrogen,74.5,0.8580552029700895
Molecular Nitrogen,75.25,0.8613723667538378
Molecular Nitrogen,76.0,0.8644481829392097
Molecular Nitrogen,76.75,0.8668602932290462
Molecular Nitrogen,77.5,0.8692724035188828
Molecular Nitrogen,78.25,0.8716845138087194
Molecular Nitrogen,79.0,0.8740966240985559
Molecular Nitrogen,79.75,0.8765087343883925
Molecular Nitrogen,80.5,0.8789208446782291
Molecular Nitrogen,81.25,0.8813329549680656
Molecular Nitrogen,82.0,0.8837450652579022
Molecular Nitrogen,82.75,0.8853171555855124
Molecular Nitrogen,83.5,0.886679240922566
Molecular Nitrogen,84.25,0.8880413262596196
Molecular Nitrogen,85.0,0.8894034115966732
Molecular Nitrogen,85.75,0.8907654969337269
Molecular Nitrogen,86.5,0.8921275822707804
Molecular Nitrogen,87.25,0.893489667607834
Molecular Nitrogen,88.0,0.8948517529448876
Molecular Nitrogen,88.75,0.8961933442598583
Molecular Nitrogen,89.5,0.8974939475306632
Molecular Nitrogen,90.25,0.8987945508014682
Molecular Nitrogen,91.0,0.9000951540722731
Molecular Nitrogen,91.75,0.9013957573430781
Molecular Nitrogen,92.5,0.902696360613883
Molecular Nitrogen,93.25,0.903996963884688
Molecular Nitrogen,94.0,0.9052975671554929
Molecular Nitrogen,94.75,0.9065981704262979
Molecular Nitrogen,95.5,0.9073026407681739
Molecular Nitrogen,96.25,0.9079153983517531
Molecular Nitrogen,97.0,0.9085281559353323
Molecular Nitrogen,97.75,0.9091409135189116
Molecular Nitrogen,98.5,0.9097536711024907
Molecular Nitrogen,99.25,0.91036642868607
Molecular Nitrogen,100.0,0.9109791862696491
Carbon Monoxide,25.0,0.30868409720388573
Carbon Monoxide,25.75,0.32883675739929774
Carbon Monoxide,26.5,0.34898941759470975
Carbon Monoxide,27.25,0.36914207779012176
Carbon Monoxide,28.0,0.38929473798553377
Carbon Monoxide,28.75,0.4094473981809458
Carbon Monoxide,29.5,0.42960005837635773
Carbon Monoxide,30.25,0.4497527185717698
Carbon Monoxide,31.0,0.46990537876718175
Carbon Monoxide,31.75,0.4873828998432129
Carbon Monoxide,32.5,0.5025196741897858
Carbon Monoxide,33.25,0.5176564485363587
Carbon Monoxide,34.0,0.5327932228829316
Carbon Monoxide,34.75,0.5479299972295044
Carbon Monoxide,35.5,0.5630667715760773
Carbon Monoxide,36.25,0.5782035459226502
Carbon Monoxide,37.0,0.5933403202692231
Carbon Monoxide,37.75,0.608164309466413
Carbon Monoxide,38.5,0.6186093065722404
Carbon Monoxide,39.25,0.6290543036780678
Carbon Monoxide,40.0,0.6394993007838952
Carbon Monoxide,40.75,0.6499442978897225
Carbon Monoxide,41.5,0.66038929499555
Carbon Monoxide,42.25,0.6708342921013773
Carbon Monoxide,43.0,0.6812792892072047
Carbon Monoxide,43.75,0.6917242863130321
Carbon Monoxide,44.5,0.7008254815188434
Carbon Monoxide,45.25,0.7090308087913105
Carbon Monoxide,46.0,0.7172361360637777
Carbon Monoxide,46.75,0.7254414633362448
Carbon Monoxide,47.5,0.733646790608712
Carbon Monoxide,48.25,0.7418521178811791
Carbon Monoxide,49.0,0.7500574451536463
Carbon Monoxide,49.75,0.7582627724261134
Carbon Monoxide,50.5,0.7662760548698886
Carbon Monoxide,51.25,0.7730410459271655
Carbon Monoxide,52.0,0.7798060369844425
Carbon Monoxide,52.75,0.7865710280417195
Carbon Monoxide,53.5,0.7933360190989965
Carbon Monoxide,54.25,0.8001010101562734
Carbon Monoxide,55.0,0.8068660012135505
Carbon Monoxide,55.75,0.8136309922708275
Carbon Monoxide,56.5,0.8203959833281044
Carbon Monoxide,57.25,0.8257360935845391
Carbon Monoxide,58.0,0.8303637634405526
Carbon Monoxide,58.75,0.8349914332965662
Carbon Monoxide,59.5,0.8396191031525798
Carbon Monoxide,60.25,0.8442467730085933
Carbon Monoxide,61.0,0.8488744428646069
Carbon Monoxide,61.75,0.8535021127206205
Carbon Monoxide,62.5,0.858129782576634
Carbon Monoxide,63.25,0.862646374480983
Carbon Monoxide,64.0,0.8667186545786741
Carbon Monoxide,64.75,0.8707909346763651
Carbon Monoxide,65.5,0.8748632147740563
Carbon Monoxide,66.25,0.8789354948717474
Carbon Monoxide,67.0,0.8830077749694384
Carbon Monoxide,67.75,0.8870800550671295
Carbon Monoxide,68.5,0.8911523351648205
Carbon Monoxide,69.25,0.8952246152625116
Carbon Monoxide,70.0,0.8979633398226493
Carbon Monoxide,70.75,0.9002171350964041
Carbon Monoxide,71.5,0.9024709303701588
Carbon Monoxide,72.25,0.9047247256439135
Carbon Monoxide,73.0,0.9069785209176683
Carbon Monoxide,73.75,0.909232316191423
Carbon Monoxide,74.5,0.9114861114651778
Carbon Monoxide,75.25,0.9137399067389325
Carbon Monoxide,76.0,0.9160609160615185
Carbon Monoxide,76.75,0.9185667640183905
Carbon Monoxide,77.5,0.9210726119752627
Carbon Monoxide,78.25,0.9235784599321347
Carbon Monoxide,79.0,0.9260843078890069
Carbon Monoxide,79.75,0.9285901558458789
Carbon Monoxide,80.5,0.9310960038027509
Carbon Monoxide,81.25,0.9336018517596231
Carbon Monoxide,82.0,0.9361076997164951
Carbon Monoxide,82.75,0.9373249850345425
Carbon Monoxide,83.5,0.9382201296928836
Carbon Monoxide,84.25,0.9391152743512248
Carbon Monoxide,85.0,0.940010419009566
Carbon Monoxide,85.75,0.9409055636679071
Carbon Monoxide,86.5,0.9418007083262483
Carbon Monoxide,87.25,0.9426958529845894
Carbon Monoxide,88.0,0.9435909976429305
Carbon Monoxide,88.75,0.9444922608981879
Carbon Monoxide,89.5,0.9454057613472779
Carbon Monoxide,90.25,0.9463192617963679
Carbon Monoxide,91.0,0.9472327622454579
Carbon Monoxide,91.75,0.9481462626945479
Carbon Monoxide,92.5,0.9490597631436379
Carbon Monoxide,93.25,0.9499732635927279
Carbon Monoxide,94.0,0.9508867640418179
Carbon Monoxide,94.75,0.951800264490908
Carbon Monoxide,95.5,0.9524814809276879
Carbon Monoxide,96.25,0.9531269613625741
Carbon Monoxide,97.0,0.9537724417974602
Carbon Monoxide,97.75,0.9544179222323463
Carbon Monoxide,98.5,0.9550634026672326
Carbon Monoxide,99.25,0.9557088831021187
Carbon Monoxide,100.0,0.9563543635370048
Nitric Oxide,25.0,0.42702051488461334
Nitric Oxide,25.75,0.44573704744007625
Nitric Oxide,26.5,0.46445357999553916
Nitric Oxide,27.25,0.48317011255100206
Nitric Oxide,28.0,0.501886645106465
Nitric Oxide,28.75,0.5206031776619279
Nitric Oxide,29.5,0.5393197102173908
Nitric Oxide,30.25,0.5580362427728537
Nitric Oxide,31.0,0.5767527753283166
Nitric Oxide,31.75,0.5935154112496385
Nitric Oxide,32.5,0.608568387616087
Nitric Oxide,33.25,0.6236213639825356
Nitric Oxide,34.0,0.6386743403489842
Nitric Oxide,34.75,0.6537273167154327
Nitric Oxide,35.5,0.6687802930818812
Nitric Oxide,36.25,0.6838332694483298
Nitric Oxide,37.0,0.6988862458147783
Nitric Oxide,37.75,0.7137666992612609
Nitric Oxide,38.5,0.7262318318282199
Nitric Oxide,39.25,0.738696964395179
Nitric Oxide,40.0,0.751162096962138
Nitric Oxide,40.75,0.7636272295290969
Nitric Oxide,41.5,0.7760923620960559
Nitric Oxide,42.25,0.788557494663015
Nitric Oxide,43.0,0.8010226272299739
Nitric Oxide,43.75,0.8134877597969329
Nitric Oxide,44.5,0.8242465853666697
Nitric Oxide,45.25,0.8338678729382584
Nitric Oxide,46.0,0.8434891605098471
Nitric Oxide,46.75,0.8531104480814358
Nitric Oxide,47.5,0.8627317356530245
Nitric Oxide,48.25,0.8723530232246132
Nitric Oxide,49.0,0.8819743107962019
Nitric Oxide,49.75,0.8915955983677906
Nitric Oxide,50.5,0.9008602238810792
Nitric Oxide,51.25,0.9078065460154173
Nitric Oxide,52.0,0.9147528681497555
Nitric Oxide,52.75,0.9216991902840938
Nitric Oxide,53.5,0.9286455124184319
Nitric Oxide,54.25,0.9355918345527701
Nitric Oxide,55.0,0.9425381566871083
Nitric Oxide,55.75,0.9494844788214464
Nitric Oxide,56.5,0.9564308009557846
Nitric Oxide,57.25,0.9625991146635051
Nitric Oxide,58.0,0.9683784241579168
Nitric Oxide,58.75,0.9741577336523283
Nitric Oxide,59.5,0.9799370431467399
Nitric Oxide,60.25,0.9857163526411515
Nitric Oxide,61.0,0.9914956621355632
Nitric Oxide,61.75,0.9972749716299748
Nitric Oxide,62.5,1.0030542811243863
Nitric Oxide,63.25,1.0086311253190676
Nitric Oxide,64.0,1.0133981083148271
Nitric Oxide,64.75,1.0181650913105866
Nitric Oxide,65.5,1.0229320743063464
Nitric Oxide,66.25,1.0276990573021059
Nitric Oxide,67.0,1.0324660402978654
Nitric Oxide,67.75,1.0372330232936249
Nitric Oxide,68.5,1.0420000062893846
Nitric Oxide,69.25,1.0467669892851441
Nitric Oxide,70.0,1.0505657839731708
Nitric Oxide,70.75,1.0540125101856583
Nitric Oxide,71.5,1.0574592363981459
Nitric Oxide,72.25,1.0609059626106336
Nitric Oxide,73.0,1.0643526888231212
Nitric Oxide,73.75,1.0677994150356087
Nitric Oxide,74.5,1.0712461412480963
Nitric Oxide,75.25,1.0746928674605838
Nitric Oxide,76.0,1.0780257824844248
Nitric Oxide,76.75,1.081045716739488
Nitric Oxide,77.5,1.0840656509945512
Nitric Oxide,78.25,1.0870855852496144
Nitric Oxide,79.0,1.0901055195046776
Nitric Oxide,79.75,1.0931254537597408
Nitric Oxide,80.5,1.096145388014804
Nitric Oxide,81.25,1.0991653222698672
Nitric Oxide,82.0,1.1021852565249304
Nitric Oxide,82.75,1.1044899566089623
Nitric Oxide,83.5,1.1066158481502368
Nitric Oxide,84.25,1.1087417396915111
Nitric Oxide,85.0,1.1108676312327854
Nitric Oxide,85.75,1.1129935227740597
Nitric Oxide,86.5,1.115119414315334
Nitric Oxide,87.25,1.1172453058566083
Nitric Oxide,88.0,1.1193711973978826
Nitric Oxide,88.75,1.1212503362860822
Nitric Oxide,89.5,1.122635969868132
Nitric Oxide,90.25,1.1240216034501822
Nitric Oxide,91.0,1.125407237032232
Nitric Oxide,91.75,1.126792870614282
Nitric Oxide,92.5,1.1281785041963321
Nitric Oxide,93.25,1.129564137778382
Nitric Oxide,94.0,1.130949771360432
Nitric Oxide,94.75,1.1323354049424819
Nitric Oxide,95.5,1.1329286547987467
Nitric Oxide,96.25,1.1333999994664294
Nitric Oxide,97.0,1.133871344134112
Nitric Oxide,97.75,1.1343426888017945
Nitric Oxide,98.5,1.134814033469477
Nitric Oxide,99.25,1.1352853781371597
Nitric Oxide,100.0,1.1357567228048422
Molecular Oxygen,25.0,0.2101003364455855
Molecular Oxygen,25.75,0.22664536529994472
Molecular Oxygen,26.5,0.24319039415430396
Molecular Oxygen,27.25,0.25973542300866315
Molecular Oxygen,28.0,0.2762804518630224
Molecular Oxygen,28.75,0.2928254807173816
Molecular Oxygen,29.5,0.30937050957174084
Molecular Oxygen,30.25,0.32591553842610005
Molecular Oxygen,31.0,0.34246056728045926
Molecular Oxygen,31.75,0.3586888528848799
Molecular Oxygen,32.5,0.3746399881456043
Molecular Oxygen,33.25,0.3905911234063286
Molecular Oxygen,34.0,0.40654225866705296
Molecular Oxygen,34.75,0.42249339392777735
Molecular Oxygen,35.5,0.4384445291885017
Molecular Oxygen,36.25,0.4543956644492261
Molecular Oxygen,37.0,0.4703467997099504
Molecular Oxygen,37.75,0.48609559003928915
Molecular Oxygen,38.5,0.4990115513292296
Molecular Oxygen,39.25,0.51192751261917
Molecular Oxygen,40.0,0.5248434739091103
Molecular Oxygen,40.75,0.5377594351990508
Molecular Oxygen,41.5,0.5506753964889912
Molecular Oxygen,42.25,0.5635913577789315
Molecular Oxygen,43.0,0.576507319068872
Molecular Oxygen,43.75,0.5894232803588124
Molecular Oxygen,44.5,0.6008409977957766
Molecular Oxygen,45.25,0.6112598859974235
Molecular Oxygen,46.0,0.6216787741990704
Molecular Oxygen,46.75,0.6320976624007173
Molecular Oxygen,47.5,0.6425165506023641
Molecular Oxygen,48.25,0.6529354388040111
Molecular Oxygen,49.0,0.6633543270056579
Molecular Oxygen,49.75,0.6737732152073048
Molecular Oxygen,50.5,0.6837744953363236
Molecular Oxygen,51.25,0.6910613229932604
Molecular Oxygen,52.0,0.6983481506501972
Molecular Oxygen,52.75,0.7056349783071338
Molecular Oxygen,53.5,0.7129218059640706
Molecular Oxygen,54.25,0.7202086336210074
Molecular Oxygen,55.0,0.7274954612779441
Molecular Oxygen,55.75,0.7347822889348808
Molecular Oxygen,56.5,0.7420691165918175
Molecular Oxygen,57.25,0.7491736188002037
Molecular Oxygen,58.0,0.7561869582843146
Molecular Oxygen,58.75,0.7632002977684255
Molecular Oxygen,59.5,0.7702136372525363
Molecular Oxygen,60.25,0.7772269767366472
Molecular Oxygen,61.0,0.7842403162207581
Molecular Oxygen,61.75,0.7912536557048689
Molecular Oxygen,62.5,0.7982669951889798
Molecular Oxygen,63.25,0.8050652815095801
Molecular Oxygen,64.0,0.8110033551761381
Molecular Oxygen,64.75,0.8169414288426962
Molecular Oxygen,65.5,0.8228795025092541
Molecular Oxygen,66.25,0.8288175761758121
Molecular Oxygen,67.0,0.83475564984237
Molecular Oxygen,67.75,0.8406937235089281
Molecular Oxygen,68.5,0.8466317971754861
Molecular Oxygen,69.25,0.852569870842044
Molecular Oxygen,70.0,0.8572105646270323
Molecular Oxygen,70.75,0.8613794839096314
Molecular Oxygen,71.5,0.8655484031922305
Molecular Oxygen,72.25,0.8697173224748297
Molecular Oxygen,73.0,0.8738862417574288
Molecular Oxygen,73.75,0.8780551610400279
Molecular Oxygen,74.5,0.8822240803226271
Molecular Oxygen,75.25,0.8863929996052262
Molecular Oxygen,76.0,0.8902420474428037
Molecular Oxygen,76.75,0.8932114488065714
Molecular Oxygen,77.5,0.8961808501703392
Molecular Oxygen,78.25,0.899150251534107
Molecular Oxygen,79.0,0.9021196528978748
Molecular Oxygen,79.75,0.9050890542616425
Molecular Oxygen,80.5,0.9080584556254103
Molecular Oxygen,81.25,0.9110278569891782
Molecular Oxygen,82.0,0.913997258352946
Molecular Oxygen,82.75,0.9171129455219682
Molecular Oxygen,83.5,0.9202652041423042
Molecular Oxygen,84.25,0.9234174627626401
Molecular Oxygen,85.0,0.9265697213829761
Molecular Oxygen,85.75,0.9297219800033121
Molecular Oxygen,86.5,0.932874238623648
Molecular Oxygen,87.25,0.936026497243984
Molecular Oxygen,88.0,0.93917875586432
Molecular Oxygen,88.75,0.9419517622252453
Molecular Oxygen,89.5,0.9439662640673494
Molecular Oxygen,90.25,0.9459807659094536
Molecular Oxygen,91.0,0.9479952677515577
Molecular Oxygen,91.75,0.9500097695936619
Molecular Oxygen,92.5,0.9520242714357661
Molecular Oxygen,93.25,0.9540387732778702
Molecular Oxygen,94.0,0.9560532751199744
Molecular Oxygen,94.75,0.9580677769620785
Molecular Oxygen,95.5,0.9593368958847726
Molecular Oxygen,96.25,0.9604913405121728
Molecular Oxygen,97.0,0.961645785139573
Molecular Oxygen,97.75,0.9628002297669732
Molecular Oxygen,98.5,0.9639546743943733
Molecular Oxygen,99.25,0.9651091190217735
Molecular Oxygen,100.0,0.9662635636491738
Methanol,25.0,9.881194276064168
Methanol,25.75,10.270912270416787
Methanol,26.5,10.628845257607788
Methanol,27.25,10.986778244798787
Methanol,28.0,11.344711231989784
Methanol,28.75,11.702644219180785
Methanol,29.5,12.057726024932062
Methanol,30.25,12.372891290527223
Methanol,31.0,12.63008480934881
Methanol,31.75,12.883137489115144
Methanol,32.5,13.13619016888148
Methanol,33.25,13.389242848647815
Methanol,34.0,13.642295528414149
Methanol,34.75,13.882057440220851
Methanol,35.5,14.07956229891043
Methanol,36.25,14.239968789617079
Methanol,37.0,14.400375280323729
Methanol,37.75,14.560781771030378
Methanol,38.5,14.721188261737026
Methanol,39.25,14.881594752443675
Methanol,40.0,15.027198080063778
Methanol,40.75,15.151091615483832
Methanol,41.5,15.265401367844461
Methanol,42.25,15.379711120205087
Methanol,43.0,15.494020872565718
Methanol,43.75,15.608330624926348
Methanol,44.5,15.722640377286975
Methanol,45.25,15.811749030553468
Methanol,46.0,15.883166411249467
Methanol,46.75,15.950129409299969
Methanol,47.5,16.017092407350468
Methanol,48.25,16.08405540540097
Methanol,49.0,16.15101840345147
Methanol,49.75,16.217981401501973
Methanol,50.5,16.268255885934217
Methanol,51.25,16.313045526590965
Methanol,52.0,16.35677430174157
Methanol,52.75,16.400503076892175
Methanol,53.5,16.44423185204278
Methanol,54.25,16.48796062719338
Methanol,55.0,16.530446700185056
Methanol,55.75,16.555534942951766
Methanol,56.5,16.579879156028316
Methanol,57.25,16.60417022412699
Methanol,58.0,16.628461292225666
Methanol,58.75,16.652752360324342
Methanol,59.5,16.67657128090597
Methanol,60.25,16.695450436648063
Methanol,61.0,16.702692847589223
Methanol,61.75,16.709935258530386
Methanol,62.5,16.71717766947155
Methanol,63.25,16.72442008041271
Methanol,64.0,16.73166249135387
Methanol,64.75,16.737122013909215
Methanol,65.5,16.73743265948122
Methanol,66.25,16.733217265366235
Methanol,67.0,16.729001871251253
Methanol,67.75,16.724786477136266
Methanol,68.5,16.720571083021287
Methanol,69.25,16.716355688906297
Methanol,70.0,16.710566410400236
Methanol,70.75,16.70083311425278
Methanol,71.5,16.68932454483351
Methanol,72.25,16.67781597541424
Methanol,73.0,16.666307405994974
Methanol,73.75,16.654798836575704
Methanol,74.5,16.643290267156434
Methanol,75.25,16.630593700788957
Methanol,76.0,16.61647496611797
Methanol,76.75,16.602137436323364
Methanol,77.5,16.587799906528762
Methanol,78.25,16.573462376734156
Methanol,79.0,16.559124846939554
Methanol,79.75,16.546601519077765
Methanol,80.5,16.541829499136195
Methanol,81.25,16.543980481839924
Methanol,82.0,16.546131464543652
Methanol,82.75,16.54828244724738
Methanol,83.5,16.55043342995111
Methanol,84.25,16.552584412654838
Methanol,85.0,16.558125063171367
Methanol,85.75,16.56981191665183
Methanol,86.5,16.584418448555287
Methanol,87.25,16.599024980458747
Methanol,88.0,16.613631512362208
Methanol,88.75,16.628238044265665
Methanol,89.5,16.64284457616912
Methanol,90.25,16.648370439484413
Methanol,91.0,16.643710243318907
Methanol,91.75,16.634327440956806
Methanol,92.5,16.62494463859471
Methanol,93.25,16.615561836232608
Methanol,94.0,16.60617903387051
Methanol,94.75,16.59679623150841
Methanol,95.5,16.578214784306525
Methanol,96.25,16.555429675660548
Methanol,97.0,16.531692566897505
Methanol,97.75,16.507955458134457
Methanol,98.5,16.484218349371414
Methanol,99.25,16.46048124060837
Methanol,100.0,16.436744131845327
Ethanol,25.0,14.728665516832052
Ethanol,25.75,15.318904428535332
Ethanol,26.5,15.85452921931239
Ethanol,27.25,16.39015401008945
Ethanol,28.0,16.92577880086651
Ethanol,28.75,17.46140359164357
Ethanol,29.5,17.993394530392127
Ethanol,30.25,18.47451154074168
Ethanol,31.0,18.84355561409286
Ethanol,31.75,19.204594477658443
Ethanol,32.5,19.56563334122403
Ethanol,33.25,19.92667220478961
Ethanol,34.0,20.287711068355193
Ethanol,34.75,20.63093901281555
Ethanol,35.5,20.917013645956896
Ethanol,36.25,21.14996193453058
Ethanol,37.0,21.38291022310427
Ethanol,37.75,21.615858511677953
Ethanol,38.5,21.84880680025164
Ethanol,39.25,22.081755088825325
Ethanol,40.0,22.286184127882816
Ethanol,40.75,22.44784040271176
Ethanol,41.5,22.589138005120617
Ethanol,42.25,22.730435607529472
Ethanol,43.0,22.871733209938334
Ethanol,43.75,23.01303081234719
Ethanol,44.5,23.15432841475605
Ethanol,45.25,23.265189112726773
Ethanol,46.0,23.351688269209443
Ethanol,46.75,23.430187222581758
Ethanol,47.5,23.50868617595407
Ethanol,48.25,23.587185129326386
Ethanol,49.0,23.6656840826987
Ethanol,49.75,23.744183036071014
Ethanol,50.5,23.806811618225673
Ethanol,51.25,23.86381800761116
Ethanol,52.0,23.919667816197652
Ethanol,52.75,23.975517624784146
Ethanol,53.5,24.031367433370637
Ethanol,54.25,24.08699490647862
Ethanol,55.0,24.139907992059925
Ethanol,55.75,24.16727043906441
Ethanol,56.5,24.194632886068895
Ethanol,57.25,24.22199533307338
Ethanol,58.0,24.249357780077865
Ethanol,58.75,24.27672022708235
Ethanol,59.5,24.303950489801558
Ethanol,60.25,24.324812919056313
Ethanol,61.0,24.328709066460586
Ethanol,61.75,24.33260521386486
Ethanol,62.5,24.336501361269136
Ethanol,63.25,24.340397508673405
Ethanol,64.0,24.34429365607768
Ethanol,64.75,24.34650320112343
Ethanol,65.5,24.34353683926795
Ethanol,66.25,24.335940185608038
Ethanol,67.0,24.32834353194813
Ethanol,67.75,24.320746878288215
Ethanol,68.5,24.313150224628306
Ethanol,69.25,24.305553570968392
Ethanol,70.0,24.29693353340291
Ethanol,70.75,24.286295212790094
Ethanol,71.5,24.27477567364181
Ethanol,72.25,24.263256134493524
Ethanol,73.0,24.25173659534524
Ethanol,73.75,24.240217056196954
Ethanol,74.5,24.228697517048666
Ethanol,75.25,24.210583952628955
Ethanol,76.0,24.18606363847713
Ethanol,76.75,24.16055767052036
Ethanol,77.5,24.135051702563597
Ethanol,78.25,24.109545734606833
Ethanol,79.0,24.084039766650065
Ethanol,79.75,24.058857296496452
Ethanol,80.5,24.03504205510629
Ethanol,81.25,24.01225213942806
Ethanol,82.0,23.98946222374983
Ethanol,82.75,23.966672308071594
Ethanol,83.5,23.94388239239336
Ethanol,84.25,23.92109247671512
Ethanol,85.0,23.895933056511435
Ethanol,85.75,23.86646579250678
Ethanol,86.5,23.834926164216963
Ethanol,87.25,23.803386535927146
Ethanol,88.0,23.77184690763733
Ethanol,88.75,23.74030727934751
Ethanol,89.5,23.70876765105769
Ethanol,90.25,23.67532674680827
Ethanol,91.0,23.640091231371084
Ethanol,91.75,23.60425332292662
Ethanol,92.5,23.56841541448216
Ethanol,93.25,23.5325775060377
Ethanol,94.0,23.496739597593237
Ethanol,94.75,23.460901689148777
Ethanol,95.5,23.417644036600628
