seed,epoch,loss
6,18000,0.00023446207292593467
6,24000,0.00022899312041463704
6,30000,0.0002321064703873467
6,36000,9.172075005267479e-05
6,42000,5.6705072551624044e-05
6,48000,4.126471344652282e-05
6,54000,3.766701832294902e-05
6,60000,3.689715215030532e-05
6,66000,5.1152528266205046e-05
6,72000,4.367568585246197e-05
6,78000,3.486832472948968e-05
6,84000,3.8576511499415426e-05
6,90000,3.374774772627538e-05
6,96000,3.2105716203401244e-05
6,102000,3.5182333289874956e-05
6,108000,3.246471243681e-05
6,114000,3.133113146521255e-05
6,120000,3.215753388166911e-05
7,1,0.27678327718538553
7,6000,0.0003606429548839797
7,12000,0.00024033751588076538
7,18000,0.00023476047681939726
7,24000,0.0002477763702094493
7,30000,0.00021252163238088187
7,36000,0.00010311282669852188
7,42000,0.00010835394446687668
7,48000,4.4524269065414706e-05
7,54000,5.577362760770568e-05
7,60000,3.868564469304529e-05
7,66000,3.746635184567374e-05
7,72000,4.2288765198652664e-05
7,78000,3.529128143843114e-05
7,84000,3.460558798001127e-05
7,90000,4.2517315251547116e-05
7,96000,3.286647718959279e-05
7,102000,5.106336349297936e-05
7,108000,3.532750937811044e-05
7,114000,3.592560824245073e-05
7,120000,3.4188256585414684e-05
8,1,0.1818965819183322
8,6000,0.00029018059295188043
8,12000,0.000241407965962535
8,18000,0.000228641162004075
8,24000,0.00015917006650711487
8,30000,4.171549096560378e-05
8,36000,4.050212366936724e-05
8,42000,3.934090578218664e-05
8,48000,3.848023281202238e-05
8,54000,3.7696062722303506e-05
8,60000,3.962397548194512e-05
8,66000,3.540390223832358e-05
8,72000,3.3983824316168536e-05
8,78000,3.2649069245268616e-05
8,84000,3.575954014329599e-05
8,90000,3.371153778833044e-05
8,96000,3.180225876864344e-05
8,102000,3.414558363252623e-05
8,108000,3.1008251505469864e-05
8,114000,3.0895576562984044e-05
8,120000,3.340305129743592e-05
9,1,0.2239693282278918
9,6000,0.00033249275153454373
9,12000,0.00024888894216134667
9,18000,0.0003296143981421485
9,24000,0.00023108473311251332
9,30000,0.00021422385687104798
9,36000,4.6259510640082294e-05
9,42000,3.904301773799621e-05
9,48000,3.685074315153426e-05
9,54000,3.551067348792999e-05
9,60000,5.608113144898054e-05
9,66000,3.405364636297548e-05
9,72000,3.848229991571153e-05
9,78000,3.210243718956684e-05
9,84000,3.18225073307431e-05
9,90000,3.307029678514851e-05
9,96000,3.139745051312316e-05
9,102000,3.131599864235026e-05
9,108000,3.14082766462861e-05
9,114000,3.130136958062687e-05
9,120000,3.1215016822208826e-05
10,1,0.2938244905522381
10,6000,0.00032649534582956464
10,12000,0.00024298569016816384
10,18000,0.00023221069102636902
10,24000,0.0002298167177730354
10,30000,0.00022610468454585208
10,36000,0.00014822124736642704
10,42000,0.00010983154690022643
10,48000,8.560239558607422e-05
10,54000,6.272765362620452e-05
10,60000,4.3792691863516514e-05
10,66000,5.105395805278607e-05
10,72000,3.85489702965021e-05
10,78000,3.8070611016250115e-05
10,84000,3.989678604461656e-05
10,90000,3.804657119884988e-05
10,96000,4.914295794712779e-05
10,102000,3.633907458036488e-05
10,108000,3.5638523293325e-05
10,114000,3.485678152745914e-05
10,120000,3.792463406464101e-05
11,1,0.41939403794666613
11,6000,0.00033898482729976273
11,12000,0.0002762735788588547
11,18000,0.00024285374117875388
11,24000,0.00023616146567974325
11,30000,0.00022826782018242262
11,36000,0.00024279863023279002
11,42000,0.00013528735243911887
11,48000,9.738334654105385e-05
11,54000,8.630739110925208e-05
11,60000,7.02977631625713e-05
11,66000,4.184054336119747e-05
11,72000,4.105219505689459e-05
11,78000,3.830836081985404e-05
11,84000,3.565489265740921e-05
11,90000,4.1047594913538424e-05
11,96000,3.53175925023894e-05
11,102000,4.132873597697332e-05
11,108000,4.143395068202681e-05
11,114000,3.7541175339348494e-05
11,120000,6.0343536873559594e-05
12,1,0.25731217471905954
12,6000,0.00035298342876303014
12,12000,0.00027625898749906726
12,18000,0.00023678001044582822
12,24000,0.00023316225838847894
12,30000,0.0002298604209157391
12,36000,0.00022339679465218704
12,42000,6.41236650545821e-05
12,48000,4.011353975108872e-05
12,54000,3.939825144252389e-05
12,60000,4.277267816160492e-05
12,66000,4.072737267871075e-05
12,72000,3.844188043579923e-05
12,78000,3.730159429297547e-05
12,84000,3.413309716597243e-05
12,90000,3.53628572329414e-05
12,96000,3.2118024095289565e-05
12,102000,3.6798662263693154e-05
12,108000,3.300414190219311e-05
12,114000,3.2158050023791214e-05
12,120000,3.479806278082754e-05
13,1,0.32287418212479857
13,6000,0.0003343027317121602
13,12000,0.0002444830117144942
13,18000,0.00023557382518552632
13,24000,0.00022868665180133846
13,30000,0.00022033805512809864
13,36000,0.00018813886561357232
13,42000,0.0001239561517304836
13,48000,0.0001083161337371597
13,54000,6.440106232755923e-05
13,60000,4.3530967628606254e-05
13,66000,3.889027721703041e-05
13,72000,3.664343407992277e-05
13,78000,3.864303616121345e-05
13,84000,3.363849192093997e-05
13,90000,3.288263000871601e-05
13,96000,3.910138320312491e-05
13,102000,3.1819045956407945e-05
13,108000,3.21122339891782e-05
13,114000,3.277924404074378e-05
13,120000,4.854309817204724e-05
14,1,0.24739963015580121
14,6000,0.0003369426797719167
14,12000,0.00024018683641114242
14,18000,0.00023022370923254313
14,24000,0.00021788704829613404
14,30000,0.0001266421697344184
14,36000,9.774717119243333e-05
14,42000,7.541674757433329e-05
14,48000,5.1326647547837105e-05
14,54000,3.920068867578244e-05
14,60000,3.9923237878447284e-05
14,66000,4.80168888678072e-05
14,72000,3.9015581205494226e-05
14,78000,3.81711365065393e-05
14,84000,5.772167650106724e-05
14,90000,3.557317049481891e-05
14,96000,3.390248303852867e-05
14,102000,3.610876893363504e-05
14,108000,3.3240951252154934e-05
14,114000,3.290415498811893e-05
14,120000,3.5487091669079216e-05
15,1,0.2851111153558369
15,6000,0.00034529333845114644
15,12000,0.0002687690874103225
15,18000,0.00023573191437601496
15,24000,0.00023211014771501695
15,30000,0.00022811099812192572
15,36000,0.00013438666327211053
15,42000,8.48718313878767e-05
15,48000,5.851229579884736e-05
15,54000,3.836584686475256e-05
15,60000,3.756654330145134e-05
15,66000,3.662903447005903e-05
15,72000,3.561657114649363e-05
15,78000,3.4304421441442185e-05
15,84000,4.987079786140885e-05
15,90000,3.9501519763311126e-05
15,96000,3.269150121479226e-05
15,102000,3.246799650017786e-05
15,108000,3.1869519363840166e-05
15,114000,3.189023935885112e-05
15,120000,3.193362070398859e-05
16,1,0.24733536549333873
16,6000,0.00031618984260780886
16,12000,0.00023911273564797622
16,18000,0.0002328825838504301
16,24000,0.00022845522861038214
16,30000,0.00021918225608493313
16,36000,0.0001078530582611071
16,42000,6.81574722523794e-05
16,48000,4.333872773419606e-05
16,54000,4.342293099374013e-05
16,60000,3.824802953526903e-05
16,66000,6.255174078839393e-05
16,72000,3.6727670585984564e-05
16,78000,3.8394263186496934e-05
16,84000,4.167575685599636e-05
16,90000,3.817215241177474e-05
16,96000,3.474719600377409e-05
16,102000,3.641836636167022e-05
16,108000,3.47122534023519e-05
16,114000,3.370225935226387e-05
16,120000,3.340394115808714e-05
17,1,0.24662505752361694
17,6000,0.00033537813568093556
17,12000,0.000267102255688115
17,18000,0.00024711346471457084
17,24000,0.00024009967114447346
17,30000,0.00023001586033186947
17,36000,0.0002189780963029232
17,42000,0.00018422761857082675
17,48000,6.968884440904848e-05
17,54000,6.226973414089812e-05
17,60000,4.946094732627891e-05
17,66000,3.7713862823335196e-05
17,72000,3.669434624383196e-05
17,78000,3.7430812150555993e-05
17,84000,4.611470024529082e-05
17,90000,3.425063408037294e-05
17,96000,3.554628401269514e-05
17,102000,3.191822521033483e-05
17,108000,3.350043875545587e-05
17,114000,3.3700825639855576e-05
17,120000,3.261133909844319e-05
18,1,0.32052268242968035
18,6000,0.0003446424577307468
18,12000,0.00028440073168598196
18,18000,0.00023975333148445284
18,24000,0.00023405409451570823
18,30000,0.00023094470102114545
18,36000,0.00022797398036593873
18,42000,0.00021809596830290237
18,48000,0.00012296636415403764
18,54000,9.918424906826518e-05
18,60000,8.529572691172293e-05
18,66000,3.962432155337578e-05
18,72000,3.7163789088678815e-05
18,78000,3.658160992047924e-05
18,84000,3.738442707042165e-05
18,90000,3.6203612898512994e-05
18,96000,3.5216392911031784e-05
18,102000,3.410250461848884e-05
18,108000,3.789518716658994e-05
18,114000,3.237764835506973e-05
18,120000,3.220886022776719e-05
19,1,0.21226988422067625
19,6000,0.0003346964591130811
19,12000,0.00024037299302601654
19,18000,0.00023355433483495942
19,24000,0.000228783554424136
19,30000,0.00021144171520792108
19,36000,0.00011217732317673806
19,42000,0.00016966549450066854
19,48000,3.93996111312716e-05
19,54000,5.7810024969019674e-05
19,60000,4.22705242752729e-05
19,66000,3.709507689808539e-05
19,72000,4.626356035261096e-05
19,78000,4.777667590222285e-05
19,84000,3.3991638454010126e-05
19,90000,3.942286706771842e-05
19,96000,3.697936300770603e-05
19,102000,3.2262655042987256e-05
19,108000,3.1440767837317895e-05
19,114000,3.172451591348077e-05
19,120000,3.590747633697859e-05
20,1,0.31215060004607176
20,6000,0.00034193199017676926
20,12000,0.0002475785299942776
20,18000,0.00023596525902608322
20,24000,0.00023096263285217326
20,30000,0.00021153599662689673
20,36000,0.00011916452136079709
20,42000,0.00011746115257799098
20,48000,7.781627035115072e-05
20,54000,4.075851013112652e-05
20,60000,3.8696985093323784e-05
20,66000,4.445439672486661e-05
20,72000,4.108937878866484e-05
20,78000,4.599405467145133e-05
20,84000,4.347827429318817e-05
20,90000,4.5291432065150887e-05
20,96000,3.696176424537244e-05
20,102000,3.494677028612102e-05
20,108000,3.543593484906661e-05
20,114000,3.788755504765255e-05
20,120000,3.416729655629485e-05
