seed,molecule,mape_percent,max_percent_difference,rmse_a0_2,mae_a0_2,max_abs_error_a0_2
1,Ethanal,3.692818199568789,33.64651204810853,1.0936856591312074,0.5642961720121211,3.9325247417931735
1,Propanal,17.99941470629957,33.61028988256584,5.243633350175691,5.222337907245633,6.221897699218253
1,3-Methylbutan-2-one,5.378140915088431,9.71328551317553,2.6703035308844507,2.6556674247509426,3.187190568907191
1,Molecular Nitrogen,5736.3791508632185,11425.947043826729,42.57390276288339,40.485937051863864,70.0183088744019
1,Ethanol,17.742703591553912,35.027063770287974,4.76108964626002,4.089995995531231,8.105254447179277
2,Ethanal,10.953720996321847,19.36231323882057,2.270982119292544,2.2598037662459696,2.730910067273161
2,Propanal,20.078465858582753,41.64063878556831,6.051973809439732,5.419761601399908,8.595121936502785
2,3-Methylbutan-2-one,5.371071666752191,10.319028638179356,2.667408316083185,2.6527574019172264,3.1626653618919107
2,Molecular Nitrogen,909.255966888724,2392.503631450675,8.476965139071618,6.641203937907011,21.79521011326117
2,Ethanol,45.54037318842948,82.16011554680605,10.314724764359596,10.190411180790433,12.230570780228717
3,Ethanal,30.703183247551383,55.389072872882664,6.306591765526413,6.220915827376053,7.599637723168609
3,Propanal,21.144313484470988,25.23946834617928,6.365641713372591,6.286068223084659,8.310460298618906
3,3-Methylbutan-2-one,5.382247971257985,10.075458165162301,2.6711651490613884,2.659730266814957,3.1253071217416775
3,Molecular Nitrogen,10678.68205797546,24395.685520916846,72.34799651860298,71.87294202075226,82.68275861762311
3,Ethanol,30.79669672953736,52.73955484714333,7.658213473488481,7.143909620346652,12.203920781669034
4,Ethanal,17.368782084589235,49.761148373364605,3.8596266419653773,3.2642376394085177,6.1456094201952
4,Propanal,25.137677045431992,58.581656873986496,7.209337581536525,6.9934250060312335,9.920428892775853
4,3-Methylbutan-2-one,4.982275311237615,9.01512328392218,2.4612894077506415,2.4483656088663177,2.9406814151539393
4,Molecular Nitrogen,11331.101198844886,18711.9147517917,81.97881013656166,79.913655883231,99.06341437980933
4,Ethanol,11.130476104157237,21.325041260399217,3.0947420574945173,2.628265819334569,4.934609610604859
5,Ethanal,5.426389000692901,15.60104419403081,1.20456586838416,1.051601392140398,1.848049552877832
5,Propanal,32.935574851072275,47.2963805856777,9.694417609839368,9.65843362127643,10.454932072833728
5,3-Methylbutan-2-one,5.437936058977988,9.352496195660803,2.6989902003188195,2.689645790384863,3.114024799190382
5,Molecular Nitrogen,931.3706582030774,2483.5515224949504,7.888597635231864,6.893809689353415,11.453029173482069
5,Ethanol,43.225331995475905,77.9094336903129,11.494368751481606,10.181519006061642,18.028224918792155
6,Ethanal,27.350658899972263,69.72542915418352,5.516431236411533,5.420116321421814,8.149343233227885
6,Propanal,14.38971634397987,20.63962168266078,4.957847521431613,4.518058483473683,7.137158304315978
6,3-Methylbutan-2-one,5.36242576463722,9.763889238669057,2.6636156128153474,2.646909060884555,3.128622706910896
6,Molecular Nitrogen,8852.114849900308,20821.867491080855,59.89244057610541,59.48488230655965,69.08056061369916
6,Ethanol,22.78595522509522,41.90757315117406,5.129008650852021,5.08195283073453,6.637568965891235
7,Ethanal,16.40247395321803,22.30732070675153,3.6738908743960987,3.547709381270964,5.364439344712469
7,Propanal,18.3967553121494,29.20828854774651,5.486457369241932,5.127541561011032,7.763851506939574
7,3-Methylbutan-2-one,5.407847632287397,9.622081527294549,2.6820786690545626,2.669900843291633,3.0876070039832157
7,Molecular Nitrogen,1094.711032339061,5030.117580026484,6.619186987788505,6.0714209109451005,11.256489933610547
7,Ethanol,24.528960681990196,28.62920317270759,5.840497554476653,5.69284283381595,6.634146082984547
8,Ethanal,7.983272218140835,45.61499830113677,2.073306364078957,1.3126607096376495,5.3313731051702895
8,Propanal,5.874943535310435,13.056468051320424,1.8015797859619749,1.5813395442358669,2.917295039008909
8,3-Methylbutan-2-one,5.431652950936362,10.003887842117646,2.6974287540075044,2.6837700711990156,3.183107376613151
8,Molecular Nitrogen,12526.227177751618,36049.40311547842,80.40574660034214,80.39842525510349,81.52794033437826
8,Ethanol,7.985935358278397,17.215304664768684,1.9682043613350877,1.74068451595167,3.1804434470665317
9,Ethanal,43.49161825960043,62.606806918931234,9.863762797889914,9.412308563725686,12.593066401245583
9,Propanal,43.03477258042676,58.59204507240647,12.67674453566554,12.627159687586055,13.761001607330769
9,3-Methylbutan-2-one,5.697981924665868,9.533387045402685,2.8437907963350644,2.8283265663694306,3.3082884069241345
9,Molecular Nitrogen,5951.706930452319,14912.227958482597,39.61400770619533,39.47976962853815,44.31403055114699
9,Ethanol,5.720630455813424,10.699820615518059,1.5433129663807008,1.326998363567189,2.54468208167928
10,Ethanal,17.68430089603691,50.16238937474055,3.6249024382171036,3.385212462040826,6.105098721699386
10,Propanal,14.988556047486995,39.45650270298332,4.470711484532841,3.9869394728798078,6.681706361848889
10,3-Methylbutan-2-one,5.454406842227845,10.952126283805793,2.709959712926442,2.6943118873207696,3.3241107845906157
10,Molecular Nitrogen,1146.2743753459185,5943.608681930683,6.910636617125541,6.136868383921491,13.300717176698827
10,Ethanol,30.889898633505453,68.57925035369688,6.942440846157841,6.902491828530046,10.100808398546874
11,Ethanal,38.781496156386545,53.46308827848676,8.11635867760434,8.067260653952548,8.997904536620437
11,Propanal,20.812841463136866,43.30580274558353,6.134865710808902,6.073589758557625,8.309009138403766
11,3-Methylbutan-2-one,5.26364498326825,8.916447635020756,2.620760534963214,2.6043124939842777,3.191395931226893
11,Molecular Nitrogen,1526.7002481306065,9134.364836858982,9.214187361598842,7.761036612871746,20.44105017431579
11,Ethanol,7.3383533383367485,27.550785354797704,1.7544125124891832,1.6096646184459844,4.057863022168505
12,Ethanal,38.227597328760815,41.05450350508847,8.26767134197852,8.15012151428972,9.872740737244902
12,Propanal,15.595455089790038,24.520707472197596,4.682906561189014,4.416905373010393,6.485885790923177
12,3-Methylbutan-2-one,5.289832111859864,9.132538208020598,2.625321932195724,2.6151218052597187,3.078001302111403
12,Molecular Nitrogen,11073.85621456016,42648.57705502628,67.83187465347697,67.13154329480518,95.43977266236975
12,Ethanol,23.838382060876533,35.98452171371892,6.244159035330573,5.642291823759496,8.326809993624014
13,Ethanal,30.88885443860904,53.1095672587298,6.32061244744929,6.269273396587807,7.589357207703255
13,Propanal,38.0131752276581,54.6159893372153,10.931326228593894,10.855569742716039,13.213193748008212
13,3-Methylbutan-2-one,5.35774676230671,10.122822427331043,2.6625528915799586,2.646799903836096,3.1278806279110754
13,Molecular Nitrogen,1111.7355601724219,3641.3935844077905,6.943570425810417,6.889647873953275,8.148777752225925
13,Ethanol,39.13483996428986,49.11268533493091,8.954120463232465,8.900936346730118,11.08081670391735
14,Ethanal,39.168259600479864,52.97574613841037,8.245752157046162,8.19900183923436,9.746921963301602
14,Propanal,10.194027173645653,29.684894951680977,2.9110546452857715,2.754486589968276,5.026947090129855
14,3-Methylbutan-2-one,5.310283119404592,8.71392167256866,2.643720918017692,2.6310551187096265,3.1323975715074823
14,Molecular Nitrogen,1545.084984079056,4362.994874946096,9.975074127166792,9.971731488444986,10.32049818712697
14,Ethanol,13.891114635674928,39.32808157576018,3.41634384758464,3.0833948515832845,5.792501589480569
