seed,epoch,loss
1,1,0.23947978733521777
1,6000,0.00033018652680662225
1,12000,0.0003184700499288078
1,18000,0.0002725658966070281
1,24000,0.00016044507734830305
1,30000,8.55657679914762e-05
1,36000,8.290700474395844e-05
1,42000,8.005908516777897e-05
1,48000,8.19211589090555e-05
1,54000,7.875705136837535e-05
1,60000,8.632142766581379e-05
1,66000,7.91488682455553e-05
1,72000,7.501972178823383e-05
1,78000,7.384475421928167e-05
1,84000,7.256043178494013e-05
1,90000,7.147003331081953e-05
1,96000,7.106076022890118e-05
1,102000,7.239966254698983e-05
1,108000,7.130666373785682e-05
1,114000,6.995303774334405e-05
1,120000,6.949018848890806e-05
2,1,0.2745403561418364
2,6000,0.0003336886009520427
2,12000,0.0003129590601554508
2,18000,0.00027234893288354515
2,24000,0.0001753491145993197
2,30000,0.00015120829179266756
2,36000,9.299904949608054e-05
2,42000,8.438032197069517e-05
2,48000,8.761353259678636e-05
2,54000,7.892107813646428e-05
2,60000,7.776300175555865e-05
2,66000,7.727634318433015e-05
2,72000,7.445005383106747e-05
2,78000,7.93065938704454e-05
2,84000,7.22058452239141e-05
2,90000,7.191730645023675e-05
2,96000,7.085350371513191e-05
2,102000,7.050939823973261e-05
2,108000,7.009018589373946e-05
2,114000,6.973725503179027e-05
2,120000,6.944857917625878e-05
3,1,0.244381687488329
3,6000,0.00032722847181053513
3,12000,0.00028428895407277657
3,18000,0.00024987130987926085
3,24000,0.00017400006532606384
3,30000,0.000169045996388909
3,36000,0.00010111826419161978
3,42000,8.594659351049144e-05
3,48000,8.089214459431732e-05
3,54000,7.953402823723345e-05
3,60000,7.989741159671022e-05
3,66000,7.901371364027606e-05
3,72000,7.793435490545389e-05
3,78000,8.152448704290296e-05
3,84000,7.631971553226805e-05
3,90000,7.624562843040816e-05
3,96000,7.447362063541501e-05
3,102000,7.619348213857628e-05
3,108000,7.23522562335544e-05
3,114000,7.150771417560738e-05
3,120000,7.114922204109079e-05
4,1,0.3510958608975631
4,6000,0.00032871411732107915
4,12000,0.000366117004081655
4,18000,0.0002707655186150005
4,24000,0.0001855696158281866
4,30000,0.00017184784149790357
4,36000,0.00015352767609668684
4,42000,7.897412635975902e-05
4,48000,7.678351155877948e-05
4,54000,7.64637893809097e-05
4,60000,7.529618117654537e-05
4,66000,7.39758513683251e-05
4,72000,8.430302257408497e-05
4,78000,7.243288447663858e-05
4,84000,7.379798607393324e-05
4,90000,7.136576195305358e-05
4,96000,7.181759944514464e-05
4,102000,7.055449087547746e-05
4,108000,7.044866878195638e-05
4,114000,7.175897323276425e-05
4,120000,7.235990013865429e-05
5,1,0.31574633914817374
5,6000,0.0011554419187227189
5,12000,0.000319752988428029
5,18000,0.00025975938749880743
5,24000,0.0001702301961629226
5,30000,9.260317780672793e-05
5,36000,8.046378291880924e-05
5,42000,7.913955933463372e-05
5,48000,7.866519921718883e-05
5,54000,8.349852838726604e-05
5,60000,8.170248875776302e-05
5,66000,7.716095166656062e-05
5,72000,7.651531001919941e-05
5,78000,7.567679106923955e-05
5,84000,7.619162444228937e-05
5,90000,7.513809501317063e-05
5,96000,7.174908560458982e-05
5,102000,7.12140337684613e-05
5,108000,7.06042361614483e-05
5,114000,7.039936690024845e-05
5,120000,7.016888397261041e-05
6,1,0.41814074184816075
6,6000,0.00033429994104132953
6,12000,0.00031030376955899276
6,18000,0.0002801018071322734
6,24000,0.00020203995324012707
6,30000,0.0001700866875489043
6,36000,0.00015358106952416083
6,42000,9.048241685967627e-05
