seed,molecule,mape_percent,max_percent_difference,energy_at_max_error_eV
1,2-Methylpropanal,1.7395612818829587,4.308615643306246,45.25
1,Propanone,7.759685880856533,13.627957855324876,34.75
1,Hexan-3-one,4.551661403257899,7.060043815734815,30.25
1,"3,3-Dimethylbutan-2-one",2.465488448813339,4.477083404336328,60.25
1,Methanol,7.420307521034126,18.97239433013121,25.0
2,2-Methylpropanal,2.5944466296745694,5.202130290499156,44.5
2,Propanone,7.23741784857094,13.095210805576665,33.25
2,Hexan-3-one,4.1976827479337615,6.659515347322778,30.25
2,"3,3-Dimethylbutan-2-one",2.119504114345089,4.177058223306602,60.25
2,Methanol,5.186224818692042,12.825009724790364,30.25
3,2-Methylpropanal,3.1285687803460425,5.57867680988892,44.5
3,Propanone,5.162736143473703,10.903554093917977,34.75
3,Hexan-3-one,5.1472705466558315,7.538226305235013,30.25
3,"3,3-Dimethylbutan-2-one",3.0502259935213814,5.231806583871469,25.0
3,Methanol,7.541374875060401,12.746140974537687,84.25
4,2-Methylpropanal,2.581183464880386,5.217644269039599,45.25
4,Propanone,8.467524877328575,14.970945356876895,33.25
4,Hexan-3-one,5.146728260965065,7.5962875683061135,30.25
4,"3,3-Dimethylbutan-2-one",3.0490616840665887,5.087458739254545,25.0
4,Methanol,5.435304600298697,14.043120569574189,26.5
5,2-Methylpropanal,2.5526115418088327,5.377002937055334,44.5
5,Propanone,6.830676018120383,12.1303945777167,34.75
5,Hexan-3-one,4.234197461138469,6.708164320761921,30.25
5,"3,3-Dimethylbutan-2-one",2.154513926882981,4.203688142807334,25.0
5,Methanol,6.287909643782319,14.140508257179418,29.5
6,2-Methylpropanal,2.289206621718203,4.987026968596699,44.5
6,Propanone,7.2240692880774136,12.712332529327833,34.75
6,Hexan-3-one,5.115180590366764,7.604657251850449,30.25
6,"3,3-Dimethylbutan-2-one",3.018288937737619,5.1516244841581615,25.0
6,Methanol,5.986477424695858,16.142500313329094,25.0
7,2-Methylpropanal,2.6081100600419185,5.458859106454215,44.5
