seed,molecule,mape_percent,max_percent_difference,energy_at_max_error_eV
7,Propanone,6.998876728713636,12.29962241780408,34.75
7,Hexan-3-one,4.226800058782433,6.737023132885674,30.25
7,"3,3-Dimethylbutan-2-one",2.1472124514614865,4.179029747261059,60.25
7,Methanol,6.246501165566735,13.690475402004898,29.5
8,2-Methylpropanal,2.58378934680366,5.060728073198922,45.25
8,Propanone,7.316343979006436,14.105967936920184,34.75
8,Hexan-3-one,4.175468896615174,6.3219242872956425,30.25
8,"3,3-Dimethylbutan-2-one",2.1010587365825857,4.082116155045636,25.0
8,Methanol,4.079358008050196,14.113575093309706,26.5
9,2-Methylpropanal,1.803047340863883,4.0492939909131564,44.5
9,Propanone,7.686974874921462,13.063225887735799,34.75
9,Hexan-3-one,3.8851416193375177,6.142029964155752,30.25
9,"3,3-Dimethylbutan-2-one",1.8213123552114696,3.9635276355646765,25.0
9,Methanol,8.644138692563654,19.629431712102015,25.0
10,2-Methylpropanal,3.389880779831978,5.5826991672605555,45.25
10,Propanone,7.879092806280688,13.174979306827916,35.5
10,Hexan-3-one,4.354885133905245,6.439241993571873,30.25
10,"3,3-Dimethylbutan-2-one",2.274973003267431,4.355629849948508,60.25
10,Methanol,5.882043848521041,15.361452990814964,25.75
11,2-Methylpropanal,2.3767616331541452,5.060670718872257,45.25
11,Propanone,6.99243345673658,12.500489272326568,34.75
11,Hexan-3-one,5.11402962374852,7.588574456607433,30.25
11,"3,3-Dimethylbutan-2-one",3.0172168501186674,5.1918344273936015,25.0
11,Methanol,5.611215596367169,15.475887359314108,25.0
12,2-Methylpropanal,3.015795162868667,5.254197080331484,46.0
12,Propanone,7.739369560890215,13.470838100780295,34.75
12,Hexan-3-one,5.292494605045627,7.627337035508204,30.25
12,"3,3-Dimethylbutan-2-one",3.191941153013597,5.331354869406617,25.0
12,Methanol,5.755560076526632,12.503822236560286,25.0
13,2-Methylpropanal,2.714894092341717,5.046018993340234,44.5
13,Propanone,6.1548291975575875,12.13482880462287,37.0
13,Hexan-3-one,5.109127164058022,7.422280373459903,30.25
13,"3,3-Dimethylbutan-2-one",3.013191756929734,5.232128688751562,25.0
13,Methanol,4.870034766190153,10.637232600675825,25.75
14,2-Methylpropanal,2.770958894421311,5.500526490845041,44.5
14,Propanone,8.393202703381988,14.006499308379553,35.5
14,Hexan-3-one,5.153067739353295,7.798044575301653,30.25
14,"3,3-Dimethylbutan-2-one",3.055508120596467,5.268370547027123,25.0
14,Methanol,5.482804104690669,13.37592118843215,25.75
15,2-Methylpropanal,2.7907322641976706,5.124062432403678,44.5
15,Propanone,5.971808172925162,11.933982190750244,34.75
15,Hexan-3-one,5.110749665113636,7.477121971359072,30.25
15,"3,3-Dimethylbutan-2-one",3.0146525817149925,5.21288907555788,25.0
15,Methanol,5.363547479669111,9.13607739957292,25.0
16,2-Methylpropanal,2.6499362870599277,5.277985184394648,45.25
16,Propanone,8.416719624488117,13.679697779503503,36.25
16,Hexan-3-one,5.169187642700206,7.713287464486916,30.25
16,"3,3-Dimethylbutan-2-one",3.0711186439355256,5.283916197747188,25.0
16,Methanol,5.524524212640666,14.748683617271341,25.75
17,2-Methylpropanal,2.335547218226734,5.0683264670688635,45.25
17,Propanone,7.278049872050205,12.787417719909646,34.0
17,Hexan-3-one,5.1174985356808635,7.568608328605542,30.25
17,"3,3-Dimethylbutan-2-one",3.0205659565376917,5.1455861149247015,25.0
17,Methanol,5.978310242680096,17.30858523353743,25.75
18,2-Methylpropanal,2.6574028936300085,5.329353572977216,45.25
18,Propanone,8.476163663890675,14.056936013943375,35.5
18,Hexan-3-one,5.168775890862297,7.662503449135386,30.25
18,"3,3-Dimethylbutan-2-one",3.070849527567408,5.281553449612657,25.0
18,Methanol,5.467518724879238,13.86587439276793,25.0
19,2-Methylpropanal,2.84098638007269,4.871123752147826,45.25
19,Propanone,6.409323052432758,13.054122642569988,34.0
19,Hexan-3-one,4.335261492638355,6.36558267955038,30.25
19,"3,3-Dimethylbutan-2-one",2.2588814007121827,4.258216584197793,60.25
19,Methanol,10.852617257607562,20.819343366898597,25.0
20,2-Methylpropanal,2.5091330319893195,5.099986915118328,44.5
20,Propanone,8.552891078283515,14.340171572380061,35.5
20,Hexan-3-one,5.140481552305555,7.517097768419928,30.25
20,"3,3-Dimethylbutan-2-one",3.043260428418214,5.1933125446372355,25.0
20,Methanol,5.297162457988029,14.880702961646666,25.75
