step,loss
1,0.5260316802777177
20000,0.00026882647433292597
40000,0.0002351302236351397
60000,0.00019550033474613455
80000,0.0001516984157667764
100000,0.0001312070524237997
120000,0.00012258189603253007
140000,0.00012130288321477536
160000,0.00012108472794743068
180000,0.00012105147904813057
200000,0.00012109028588156939
220000,0.00012108552185753627
240000,0.00012103007310419593
260000,0.00012102100818884406
280000,0.00012102320191973214
300000,0.00012101674795889559
320000,0.00012100817701258047
340000,0.00012100120080098244
360000,0.00014872085934276058
380000,0.00012099068633351966
400000,0.00012099384794922563
