seed,molecule,mape_percent,max_percent_difference,energy_at_max_error_eV
1,Ethanal,13.16406990508501,17.370644615875968,25.0
1,Propanal,6.07286523867863,9.813617449257034,25.0
1,3-Methylbutan-2-one,8.915897760934037,13.206400404518945,25.0
1,Molecular Nitrogen,61.83629755462421,183.93398859658302,25.0
1,Ethanol,11.484371068650395,23.91323776650768,100.0
2,Ethanal,46.62760951270901,51.97106412546494,39.25
2,Propanal,19.77760241815572,26.05810808850282,40.0
2,3-Methylbutan-2-one,12.824567921732521,15.923822611839464,25.0
2,Molecular Nitrogen,1009.0587240811673,1370.2365439040618,25.0
2,Ethanol,3.5163068391345895,8.093723699047214,100.0
3,Ethanal,13.598619583764943,21.722564817114865,94.75
3,Propanal,5.228973072531526,10.658789252894069,94.75
3,3-Methylbutan-2-one,6.976302554998029,10.730046177280727,25.0
3,Molecular Nitrogen,644.2605352882285,1348.902261993285,25.0
3,Ethanol,8.934931859063086,19.057624294134314,100.0
4,Ethanal,14.46043078481593,17.4487243788235,43.75
4,Propanal,9.573477387141931,16.045550723225077,44.5
4,3-Methylbutan-2-one,8.970857363080627,13.008855313113818,25.0
4,Molecular Nitrogen,189.44741329805154,269.5065384162104,25.0
4,Ethanol,26.49983091717789,40.41420455068285,100.0
5,Ethanal,30.95532261769799,43.01049958999628,44.5
5,Propanal,7.317503113304986,10.415340956158644,34.75
5,3-Methylbutan-2-one,8.655473426944862,11.873721774675753,25.0
5,Molecular Nitrogen,3145.011917583964,6290.8321967048305,25.0
5,Ethanol,24.57718581198843,28.809905434912185,45.25
6,Ethanal,26.057460233578002,28.288392664836582,25.0
6,Propanal,7.7906954444937275,11.896712177654788,25.0
6,3-Methylbutan-2-one,5.783395523880526,11.430634667650065,25.0
6,Molecular Nitrogen,2111.9751850232155,3646.4045707806927,25.0
6,Ethanol,26.171041841943143,44.5528290807772,100.0
7,Ethanal,2.0338214223149507,6.459618964010703,39.25
7,Propanal,3.063951886945909,9.081252353572811,44.5
7,3-Methylbutan-2-one,8.473140506457995,12.373358356468774,25.0
7,Molecular Nitrogen,1385.4622135907662,2342.920444174309,25.0
7,Ethanol,35.57909408189888,51.515488128212226,100.0
8,Ethanal,18.453991027991826,21.41707633228831,49.75
8,Propanal,6.6173328174248045,9.170934304343843,85.0
8,3-Methylbutan-2-one,7.343931913926037,10.949675186934574,25.0
8,Molecular Nitrogen,1788.836135258208,3086.8828772830907,25.0
8,Ethanol,15.741226695048073,30.435951930865873,100.0
9,Ethanal,1.8653715318336932,6.182069644976863,35.5
9,Propanal,4.760276658853723,10.51782339936084,40.75
9,3-Methylbutan-2-one,7.313480614142599,10.194497495522562,25.0
9,Molecular Nitrogen,2086.3254520660194,4336.999726026748,25.0
9,Ethanol,17.455279831520006,24.998327183105598,100.0
10,Ethanal,8.13335157493441,14.379319659499298,49.75
10,Propanal,1.4008947960243165,3.2169924328782935,34.75
10,3-Methylbutan-2-one,5.914390306304242,10.30666490156949,25.0
10,Molecular Nitrogen,58.05009117479984,166.0164730532805,35.5
10,Ethanol,13.852901407167618,30.590165806300156,100.0
11,Ethanal,11.090205842084627,19.736986853533082,95.5
11,Propanal,7.1899640252283445,13.148788478194293,95.5
11,3-Methylbutan-2-one,5.518319501249651,10.597647281662441,25.0
11,Molecular Nitrogen,1606.7700184219716,2805.4259611022744,25.0
11,Ethanol,4.765426738760624,9.341020079661186,100.0
12,Ethanal,8.101873860778475,12.013658840115838,25.0
12,Propanal,2.962068417863803,7.322177593710758,25.0
12,3-Methylbutan-2-one,8.634797247567517,13.657240528596915,25.0
