step,loss
1,0.5629097536003671
20000,0.00011701365374081795
40000,8.805137889294808e-05
60000,7.808954363862249e-05
80000,7.494157621178641e-05
100000,7.3680655010357e-05
120000,7.346902144836854e-05
140000,7.233304997741579e-05
160000,7.385977513556724e-05
180000,7.054743475975127e-05
200000,6.990610737901526e-05
220000,6.954489932538697e-05
240000,7.035017986165792e-05
260000,8.729603015506892e-05
280000,6.921911036588885e-05
300000,6.917651612367158e-05
320000,6.913913884265934e-05
340000,6.910332212016484e-05
360000,6.907565126552144e-05
380000,6.904594901041912e-05
400000,6.900921320284488e-05
