step,loss
1,0.5156856800093368
20000,0.00024137422042669356
40000,0.00019007083111905178
60000,0.00018067621848546133
80000,0.00018686409203402563
100000,0.0001785858623543244
120000,0.00017836597413833599
140000,0.0001781936447438292
160000,0.0001780502714617434
180000,0.00017791452292930364
200000,0.00017778770649007475
220000,0.00021474194206239298
240000,0.00017756231477189155
260000,0.000177544263049781
280000,0.00017736015989784496
300000,0.0001772593320106941
320000,0.00017794407257993284
340000,0.0001770798391030997
360000,0.00019016670255168883
380000,0.00017689532192587606
400000,0.00018894787943641602
