step,loss
1,0.5484737116318913
20000,0.0001597357749381696
40000,0.00016445015297667244
60000,9.891703222404334e-05
80000,9.389422002817606e-05
100000,9.043542799736309e-05
120000,8.771461881798024e-05
140000,8.55700661184968e-05
160000,0.00013265178492076658
180000,8.255993713506751e-05
200000,8.150775186421865e-05
220000,0.00013085457346247083
240000,7.995851818643196e-05
260000,7.937150999938724e-05
280000,7.887576082831598e-05
300000,7.846578190993639e-05
320000,7.811631109086721e-05
340000,7.779473227043726e-05
360000,7.752573835885424e-05
380000,7.728851012748306e-05
400000,7.707913027959157e-05
