molecule,mean_curve_mape_percent,mean_curve_max_percent_difference,mean_curve_energy_at_max_error_eV,across_seed_mean_of_max_percent_difference,across_seed_std_of_max_percent_difference,article_table2_max_percent,delta_vs_article_pp,close_to_article
Ethanal,10.150977013555181,11.478212863420994,60.25,21.96737822860533,11.744857039786579,13.0,-1.5217871365790057,True
Propanal,2.5488666392073465,4.922550394137251,85.0,10.791844562966094,4.361376410623437,6.0,-1.077449605862749,True
3-Methylbutan-2-one,7.412090488372984,11.435381261077609,25.0,11.435381261077598,1.6014177019088411,13.0,-1.5646187389223911,True
Molecular Nitrogen,1150.2077337240553,2111.989865177507,25.0,2134.9640615077933,2349.6487875406565,30.0,2081.989865177507,False
Ethanol,13.62258859130733,26.545425145390016,100.0,26.796525886574063,10.749349561972913,26.0,0.5454251453900163,True
