seed,molecule,mape_percent,max_percent_difference,rmse_a0_2,mae_a0_2,max_abs_error_a0_2
1,2-Methylpropanal,9.072616228446499,14.215659065809563,3.486279651574425,3.480491739565192,3.9061320921303277
1,Propanone,6.392313403522693,11.171368237281492,2.0108069185394135,1.744522203626132,3.264673624446697
1,Hexan-3-one,7.5381502501745326,9.99220591168676,3.9573331910740364,3.904823270817352,4.514494319654155
1,"3,3-Dimethylbutan-2-one",2.139756598128768,8.851038462513893,1.2085542212448086,1.0541215966317683,2.6785525255243456
1,Methanol,33.24736105289361,58.138948728721054,5.717960613617047,5.29352816518047,9.556150243484621
2,2-Methylpropanal,6.708786394960335,11.629284318470262,2.5765100620265735,2.524711055007248,3.5407433123472316
2,Propanone,3.4314086285538536,8.118078913855573,1.2332603438791683,0.9687000030925912,2.288633018882841
2,Hexan-3-one,7.608578512081853,9.8634107189982,3.9863549074347753,3.937671525996456,4.654574410819002
2,"3,3-Dimethylbutan-2-one",4.048565533615228,7.147940818434466,2.3229122259508053,2.1638070213438314,3.6364247736227355
2,Methanol,6.63647112785874,25.793841111307508,1.162465003347058,0.9695554800076632,2.5487395514676034
3,2-Methylpropanal,7.640645764223129,9.440005219352843,3.16712386151216,3.0530367876495457,4.047639791822711
3,Propanone,6.3339440239252385,14.65372487662594,2.255097918327415,1.824502584863063,3.7494932495470366
3,Hexan-3-one,7.604896376756757,10.091282975168353,3.985576130715526,3.9356489433812802,4.641731031553313
3,"3,3-Dimethylbutan-2-one",8.474365636129091,12.823491130841939,4.869613393961391,4.583669270194836,6.428110920288169
3,Methanol,27.40538980163147,32.30559231349833,4.300472804911586,4.274472984971116,4.959048374166679
4,2-Methylpropanal,8.189651585424539,12.374928880531048,3.202465601449555,3.0917213192100776,4.633314634707965
4,Propanone,9.468764499360892,15.274271270727363,2.7730107996438367,2.6247512891265172,4.215544358733844
4,Hexan-3-one,7.497204014374321,10.009345967197794,3.9309264406845297,3.881112243443484,4.498707371990676
4,"3,3-Dimethylbutan-2-one",9.224672389153005,30.083274715706658,5.207820457886291,4.8406393909255865,9.103974839457692
4,Methanol,10.57945637634338,16.185084318645725,1.7947245180235976,1.6712839594066422,2.58946408741739
5,2-Methylpropanal,5.631862667528541,8.30440950725173,2.246781122387441,2.1665208953656054,3.124226124983579
5,Propanone,8.034965225316238,19.235557070591298,2.2799897932559743,2.0294459159739673,4.174905134547696
5,Hexan-3-one,7.59659207968009,9.696268744875509,3.9776047479076473,3.9311651687290516,4.622802190671386
5,"3,3-Dimethylbutan-2-one",1.7984677578286026,14.005698502319541,1.1210791063038177,0.8060877878629082,4.238485603017644
5,Methanol,6.455094425772636,10.798583835374039,1.1843894005136293,1.030729519573451,1.7977882391313535
6,2-Methylpropanal,10.382961337170709,14.507312285534809,4.055071904085073,4.03487375801532,4.6006973754943346
6,Propanone,15.06605350018086,25.254073911304943,5.199804334155596,4.461923331080637,8.09120533749703
6,Hexan-3-one,7.666523804562583,9.65108549820213,4.007945142430202,3.9657563279084487,4.76867927121652
6,"3,3-Dimethylbutan-2-one",8.178164579107262,12.380512572341008,4.869111097599003,4.522670735584462,7.581497277080139
6,Methanol,40.38109666824947,47.451001393241995,6.4511262354449,6.360471748016456,7.696588351960841
7,2-Methylpropanal,3.6390941962471937,7.621690137419672,1.5862242071950128,1.3322307904266706,2.864994638335375
7,Propanone,12.451553502314908,19.478519052979145,3.6752372623302842,3.4170662234615894,6.240763287599748
7,Hexan-3-one,7.563420737956608,10.274994267711241,3.9721138231829314,3.9178986939187044,4.620192210159217
7,"3,3-Dimethylbutan-2-one",8.2151066047464,11.540893778577624,4.704059495347005,4.442769131474629,6.351803544165065
7,Methanol,7.0280413269357105,10.625155446898816,1.2686626520182998,1.1401712794642445,1.7682805851357344
8,2-Methylpropanal,6.187844867210903,8.063667659266107,2.4546713079222906,2.39895315976658,3.1555978690928157
8,Propanone,12.326017206891475,15.785638296297794,3.5670452649925974,3.447356725714521,4.50081504808637
8,Hexan-3-one,7.880640049509767,10.190244162057313,4.118199003259288,4.074251837032903,4.7535839046589174
8,"3,3-Dimethylbutan-2-one",2.4322587130027284,13.140608853209311,1.4016005130224745,1.1950951467483857,3.9766871627280693
8,Methanol,6.562126548899856,11.20465209209726,1.1624831236675683,1.0293676603049737,1.7664890692834803
9,2-Methylpropanal,3.749623694440734,12.084774710158761,1.4571019179620777,1.3789946679165115,2.7611043572382528
9,Propanone,4.374700136896621,15.84464471640965,1.3778431179723738,0.9830175477357198,3.124899618224717
9,Hexan-3-one,7.523592462149866,10.412239845543818,3.936349857166467,3.887259170461707,4.658442905030938
9,"3,3-Dimethylbutan-2-one",9.285488006029729,14.460702626729937,5.136459112749966,4.925858365932677,6.870973267858794
9,Methanol,9.159797791216311,12.408495661246842,1.614094474014068,1.4920634565771513,2.0525921956911652
10,2-Methylpropanal,12.23571965490684,15.304373888526735,4.878658704060856,4.816794916636912,5.831375904679774
10,Propanone,7.1392362348609435,17.40436247622945,2.1809653644741527,1.9275852306545247,3.645741298109094
10,Hexan-3-one,7.291545981634601,9.69219126736392,3.8174324732837603,3.774852816106093,4.368989144276107
10,"3,3-Dimethylbutan-2-one",9.613587496120171,11.152397979796204,5.242961134759499,5.140919900441232,6.166683119056557
10,Methanol,26.770683600381528,30.258669591588074,4.391058679275846,4.279200042600846,5.019394323304059
11,2-Methylpropanal,13.636322344868049,23.803287145217915,5.22174643818378,5.207580821353477,5.794115687521135
11,Propanone,4.149754976660626,13.350016571131945,1.2252332376802442,1.0457635363355622,2.0208091276251174
11,Hexan-3-one,7.662432909614264,10.480810337574754,4.018831965722308,3.9664164139296503,4.683727628687258
11,"3,3-Dimethylbutan-2-one",11.047370237615302,14.781582710822713,6.237844950113042,5.936074097942536,9.0588730531951
11,Methanol,39.74483267974527,54.81246850451089,6.240582834424601,6.200807121672563,7.635270942337577
12,2-Methylpropanal,2.6500464292443473,7.657138144308077,1.173562227976148,0.9086287186193933,2.1037042005816673
12,Propanone,9.29599243193462,14.052563735454191,2.989982212096024,2.658811113427709,4.447255437999946
12,Hexan-3-one,7.43750787683875,9.613057188498685,3.893774292761112,3.84845477129868,4.433595302065278
12,"3,3-Dimethylbutan-2-one",3.1678419784113365,10.456701597327775,1.9708850323277447,1.6182904421859203,4.152416813142793
12,Methanol,28.198225140434918,72.78308797849114,6.224607393386508,4.66339166339269,11.963169942280462
13,2-Methylpropanal,3.9862106514029128,6.233169033604205,1.5979076876251188,1.509558073692162,2.329288833614818
13,Propanone,17.11591957570999,27.354364917711838,4.834080088925496,4.716832419167931,5.744246916718012
13,Hexan-3-one,7.546906790126299,9.67204740406356,3.956325534772647,3.907776200789666,4.460410367805487
13,"3,3-Dimethylbutan-2-one",3.6630697394963447,7.535717602366216,2.090159491807396,1.9369562175773396,3.1168309400552516
13,Methanol,9.433333932594197,26.15990998696878,1.6367678503482148,1.375388672133861,2.8594895731766883
14,2-Methylpropanal,15.616525535843987,18.735783730669816,6.105307378212284,6.079130448908835,6.610401925164069
