seed,molecule,mape_percent,max_percent_difference,energy_at_max_error_eV
1,2-Methylpropanal,2.457076353992196,4.586933487465418,44.5
1,Propanone,7.433137381377184,12.99194694921883,35.5
1,Hexan-3-one,4.433972468152281,7.228256352963407,30.25
1,"3,3-Dimethylbutan-2-one",2.3489325597790773,4.769283192854864,25.0
1,Methanol,4.967339495516562,13.716807904858722,25.0
2,2-Methylpropanal,2.7129712361286322,4.956195250719595,45.25
2,Propanone,7.641872919523293,13.326221468529454,34.75
2,Hexan-3-one,5.203487795573481,7.441988974002857,30.25
2,"3,3-Dimethylbutan-2-one",3.1056478220198707,5.105482492760046,60.25
2,Methanol,4.515673512862327,11.312393778741383,25.0
3,2-Methylpropanal,2.634080658355307,4.847120869120336,45.25
3,Propanone,8.098477550477476,13.946822693653177,34.75
3,Hexan-3-one,5.040739771835996,7.043397447930916,30.25
3,"3,3-Dimethylbutan-2-one",2.9465122675629174,4.9663362180036685,60.25
3,Methanol,4.339904638013379,11.125121204855354,25.0
4,2-Methylpropanal,2.58818922122883,4.750357064841616,44.5
4,Propanone,8.272799268379579,14.10911379192278,34.75
4,Hexan-3-one,5.057897632690962,7.237171681037277,30.25
4,"3,3-Dimethylbutan-2-one",2.963090362631166,4.980972130737302,60.25
4,Methanol,4.538726886372418,11.000794351185915,25.0
5,2-Methylpropanal,2.6479024122310397,4.92065673957455,44.5
5,Propanone,7.3561631820027165,12.916637748324442,35.5
5,Hexan-3-one,5.104793264741793,7.339079616134186,30.25
5,"3,3-Dimethylbutan-2-one",3.0084997018598485,5.1745601329691855,60.25
5,Methanol,4.286286188988844,12.535139075165183,25.0
6,2-Methylpropanal,2.6069335029248273,4.802443221297693,45.25
6,Propanone,7.540863517990617,13.196296674976022,34.75
6,Hexan-3-one,5.100989289399978,6.968163786334316,30.25
6,"3,3-Dimethylbutan-2-one",3.006218050598856,5.099502638353861,60.25
6,Methanol,4.588475353525504,13.639985377132389,25.0
7,2-Methylpropanal,2.705531480513528,5.004109670002981,45.25
7,Propanone,7.200458362435278,12.873113194759393,34.75
7,Hexan-3-one,5.152066556548882,7.3443028657194205,30.25
7,"3,3-Dimethylbutan-2-one",3.0551828170161675,5.173404619036045,60.25
7,Methanol,3.8748240686318045,10.698157418288977,25.0
8,2-Methylpropanal,2.633381266641524,4.827825507765996,44.5
8,Propanone,7.679490719973463,13.445346492402727,35.5
8,Hexan-3-one,4.782866798201306,6.845615859212156,30.25
8,"3,3-Dimethylbutan-2-one",2.693466704314402,4.860404137077114,60.25
8,Methanol,4.266087999388776,12.602934591146589,25.0
9,2-Methylpropanal,2.4310931488481256,4.6562040888291,44.5
9,Propanone,8.188874120647196,14.169981620590283,35.5
9,Hexan-3-one,5.325999591376666,7.159130436861871,30.25
9,"3,3-Dimethylbutan-2-one",3.226609734156236,5.34517391456186,60.25
9,Methanol,3.9646101350486442,10.858608840376451,25.0
10,2-Methylpropanal,2.6418802155299677,4.861297700581795,44.5
10,Propanone,7.530517979989727,13.40223865153765,34.75
10,Hexan-3-one,5.148612192821276,7.416819918758093,30.25
10,"3,3-Dimethylbutan-2-one",3.0519276982472814,5.337089568919283,25.0
10,Methanol,4.605730410174791,12.92099902173531,25.0
11,2-Methylpropanal,2.4407828629995842,4.662470968489689,45.25
11,Propanone,8.008270989555415,13.739135525537849,35.5
11,Hexan-3-one,5.18090233032144,7.386799865561769,30.25
11,"3,3-Dimethylbutan-2-one",3.0834900472759985,5.1196608815574285,60.25
11,Methanol,4.484509576841786,10.947019082147905,25.0
12,2-Methylpropanal,2.515021079314524,4.893897143929546,44.5
12,Propanone,8.203532366647021,14.07561801830742,35.5
12,Hexan-3-one,5.06475883372514,7.246046594035817,30.25
12,"3,3-Dimethylbutan-2-one",2.969407479207174,5.109844522000414,60.25
12,Methanol,3.9261006230821707,12.22003995374811,25.0
13,2-Methylpropanal,3.087811959605323,5.37046515952915,45.25
13,Propanone,7.434301214959849,13.026334339934644,34.75
13,Hexan-3-one,4.879126454084238,7.152905926881756,30.25
13,"3,3-Dimethylbutan-2-one",2.787692244841778,4.787440814252105,25.0
13,Methanol,4.51218308228145,12.481913443544652,25.0
14,2-Methylpropanal,2.532444413565248,4.850524829812797,44.5
14,Propanone,7.649710936933348,13.537864787311083,34.75
14,Hexan-3-one,4.7781298543330255,7.188858539792004,30.25
14,"3,3-Dimethylbutan-2-one",2.6881608949112454,5.0968797489343025,25.0
14,Methanol,3.576126349116217,11.99791546274775,25.0
15,2-Methylpropanal,2.701371639317224,4.985155427934681,44.5
15,Propanone,7.455605149513506,13.159474212674906,35.5
15,Hexan-3-one,5.166405371811759,7.303522652224576,30.25
15,"3,3-Dimethylbutan-2-one",3.069243714910367,5.22717004550127,60.25
15,Methanol,4.129936196446208,10.611848408845702,25.0
16,2-Methylpropanal,2.6015268531819795,4.738134343496867,45.25
16,Propanone,8.30711537469416,14.037476072906326,35.5
16,Hexan-3-one,5.088467281938455,7.4588504613236655,30.25
16,"3,3-Dimethylbutan-2-one",2.9927004220614033,5.202188485480639,25.0
16,Methanol,4.703058456173653,11.34279833739318,25.0
17,2-Methylpropanal,2.583999824181268,4.726955613041872,45.25
17,Propanone,8.424339705177175,14.144598455286573,35.5
17,Hexan-3-one,5.062653124677882,7.278661012475228,30.25
17,"3,3-Dimethylbutan-2-one",2.9675522836505057,4.944951941162725,59.5
17,Methanol,4.738295004913064,11.429681662074039,25.0
18,2-Methylpropanal,2.5985094566841065,4.89747984433146,44.5
18,Propanone,7.464481472624691,12.965849225856788,35.5
18,Hexan-3-one,5.010272974984234,6.99995187545373,30.25
18,"3,3-Dimethylbutan-2-one",2.916912662185812,4.975788115495129,60.25
18,Methanol,4.344680474493151,12.418913457219906,25.0
19,2-Methylpropanal,3.0585353815756413,5.295677832086717,44.5
19,Propanone,7.855655321480079,13.38564060363324,35.5
19,Hexan-3-one,4.669260928917209,6.821940487783232,30.25
19,"3,3-Dimethylbutan-2-one",2.582232921148735,4.6651182610194795,60.25
19,Methanol,4.806109169173661,12.718697027636832,25.0
20,2-Methylpropanal,6.263800338529208,8.453849871182008,43.75
20,Propanone,3.010648381978888,8.443228879749668,34.0
20,Hexan-3-one,2.2433221909795265,4.202002584715479,30.25
20,"3,3-Dimethylbutan-2-one",0.6585988379806111,2.2801740528287446,60.25
20,Methanol,9.67808319249535,18.847183446314524,25.0
