step,loss
1,0.43451450765087835
20000,0.0006497651948522881
40000,0.0006671572922438875
60000,0.0006444765193029355
80000,0.0006425813300728325
100000,0.0006946925903487805
120000,0.0006390477284649017
140000,0.0006372410853083122
160000,0.0006354304718307385
180000,0.0006332342462242605
200000,0.0006308765712004697
220000,0.0006281773795986975
240000,0.0006252194305927003
260000,0.000625990137957997
280000,0.0006193315825724489
300000,0.0006169547685368268
320000,0.0006149111529330604
340000,0.0006130795514607
360000,0.0006113780546088598
380000,0.0006098655548193404
400000,0.0006088209349474758
