molecule,mean_curve_mape_percent,mean_curve_max_percent_difference,mean_curve_energy_at_max_error_eV,across_seed_mean_of_max_percent_difference,across_seed_std_of_max_percent_difference,article_table2_max_percent,delta_vs_article_pp,close_to_article
Ethanal,10.703198568345988,12.021530963469058,60.25,12.898374791218089,1.4408862461577894,14.0,-1.9784690365309423,True
Propanal,4.16289513581554,6.946791453435253,85.75,7.00917446662978,0.5027004189782222,8.0,-1.053208546564747,True
3-Methylbutan-2-one,8.534305397123997,12.150441454122618,25.0,12.150441454122603,0.30400564724865653,12.0,0.15044145412261756,True
Molecular Nitrogen,4832.922961623776,8441.309562938464,25.0,8467.510140346956,25088.45542848889,1940.0,6501.309562938464,False
Ethanol,11.232647900905265,23.778778130982975,100.0,23.817454213368073,1.6819889325677457,23.0,0.7787781309829747,True
