seed,molecule,mape_percent,max_percent_difference,energy_at_max_error_eV
1,Ethanal,9.992817974057198,11.463384386554731,60.25
1,Propanal,4.065434288101945,6.730738724663529,85.0
1,3-Methylbutan-2-one,8.509874440687977,12.153695809691014,25.0
1,Molecular Nitrogen,1065.7488156330628,1684.4389995342206,25.0
1,Ethanol,11.127856204300194,23.037862761502275,100.0
2,Ethanal,9.617547119644186,11.389020801651458,63.25
2,Propanal,3.921043288202798,6.913535640661837,85.0
2,3-Methylbutan-2-one,8.555052726615424,12.596428696309395,25.0
2,Molecular Nitrogen,1092.5380017761186,1971.5897699599595,25.0
2,Ethanol,11.067918614140208,23.14639277062213,98.5
3,Ethanal,10.170249320748527,11.384608486007561,60.25
3,Propanal,4.209548162128425,7.189008002639429,85.0
3,3-Methylbutan-2-one,8.457799214433438,12.044958627163993,25.0
3,Molecular Nitrogen,1113.8477181911346,1768.816437786442,25.75
3,Ethanol,11.004901186279044,22.871168474933,100.0
4,Ethanal,12.451542926144224,14.257692902452623,50.5
4,Propanal,4.881512124399047,7.292342253192528,85.0
4,3-Methylbutan-2-one,8.432646846578544,11.769955730753273,25.0
4,Molecular Nitrogen,69719.68182056534,117409.53889227424,25.0
4,Ethanol,11.119722529926088,24.428401254207934,100.0
5,Ethanal,9.832693857760248,12.462744032425377,49.75
5,Propanal,4.032437978880611,6.164971022307418,85.0
5,3-Methylbutan-2-one,8.5205907589548,11.843005893161141,25.0
5,Molecular Nitrogen,1088.152970799871,2208.551048555813,25.0
5,Ethanol,10.906588045093548,24.624448451476912,100.0
6,Ethanal,9.83870955824955,12.897099400933323,89.5
6,Propanal,3.881595400962746,7.527787401462181,85.75
6,3-Methylbutan-2-one,8.563335061080695,12.626020384839782,25.0
6,Molecular Nitrogen,1033.2288355243536,2324.0910763403617,25.0
6,Ethanol,11.078506097415845,22.73395915923622,97.75
7,Ethanal,9.267307476653434,11.262345469223703,61.75
7,Propanal,3.7740939237549114,6.597352574615117,86.5
7,3-Methylbutan-2-one,8.57058105797237,11.983920300103804,25.0
7,Molecular Nitrogen,1119.5781980789195,2195.77013807889,25.0
7,Ethanol,10.954231319863927,23.242944145369226,100.0
8,Ethanal,13.2279657381532,15.27718695391913,58.75
8,Propanal,4.7092760929907085,6.852612530256194,84.25
8,3-Methylbutan-2-one,8.54448022197213,11.861937562419191,25.0
8,Molecular Nitrogen,4275.642102562912,10649.594157126541,25.0
8,Ethanol,11.814244753170904,26.25645301475566,100.0
9,Ethanal,10.224810724183515,12.015773193186114,25.0
9,Propanal,4.132040468260173,6.924642635668893,99.25
9,3-Methylbutan-2-one,8.505189550223582,12.335238821728229,25.0
