step,loss
1,0.5843505070370598
20000,0.00028455312138242966
40000,0.00020874271684504626
60000,0.00019444600136096733
80000,0.00018785877176686174
100000,0.0001828897733665557
120000,0.00017913156761457325
140000,0.00017606860102849356
160000,0.00019267523300486316
180000,0.00017249897818772834
200000,0.0001714738453798628
220000,0.00017075155661114145
240000,0.00017025519242030998
260000,0.0001698884539869287
280000,0.00017309195720900528
300000,0.00016945918523223925
320000,0.00017011482294527038
340000,0.00016924679542961604
360000,0.00016932089692780987
380000,0.00016913714212343718
400000,0.00016910019209178276
