step,loss
1,0.47910391194864516
20000,0.00010572259765625207
40000,0.00011105303340747075
60000,9.61138053621274e-05
80000,9.073214152940175e-05
100000,8.420973703405436e-05
120000,7.643230853998579e-05
140000,6.772809883682192e-05
160000,5.88464498957918e-05
180000,0.0001836788605370528
200000,4.335973341348781e-05
220000,3.755967307473568e-05
240000,4.233600566107628e-05
260000,2.9987493117787007e-05
280000,2.78340855919197e-05
300000,2.644021669548236e-05
320000,2.558028923565037e-05
340000,2.505768530923063e-05
360000,2.7595768219081663e-05
380000,2.4527261310955717e-05
400000,2.4391301585338375e-05
