molecule,mean_curve_mape_percent,mean_curve_max_percent_difference,mean_curve_energy_at_max_error_eV,across_seed_mean_of_max_percent_difference,across_seed_std_of_max_percent_difference,article_table2_max_percent,delta_vs_article_pp,close_to_article
2-Methylpropanal,1.6966967685004761,4.0955709260143465,44.5,5.709671062140395,2.115241701071834,4.0,0.09557092601434647,True
Propanone,6.598832951770276,11.050081949387417,35.5,12.553753150124804,3.081749323986046,14.0,-2.949918050612583,True
Hexan-3-one,6.019662186653431,8.58944697845929,30.25,8.661229727299316,5.53815054708675,7.0,1.5894469784592893,True
"3,3-Dimethylbutan-2-one",3.9037097930114584,6.001333447914962,25.0,6.217133318355854,5.428285336925683,5.0,1.0013334479149618,True
Methanol,9.26788926144083,17.142097045745892,25.0,29.144541806620413,11.076379703111241,12.0,5.142097045745892,True
