molecule,mean_curve_mape_percent,mean_curve_max_percent_difference,mean_curve_energy_at_max_error_eV,across_seed_mean_of_max_percent_difference,across_seed_std_of_max_percent_difference,article_table2_max_percent,delta_vs_article_pp,close_to_article
Ethanal,12.11358981049472,13.516203149262774,79.75,13.769088023595122,0.8560178562367405,13.0,0.5162031492627737,True
Propanal,3.8703095776125234,6.942161085824357,85.0,6.94507336252546,0.6107963211071803,6.0,0.942161085824357,True
3-Methylbutan-2-one,8.90679086329499,13.039515914790996,25.0,13.039515914790996,0.4399965302715455,13.0,0.039515914790996476,True
Molecular Nitrogen,39.0460875499111,56.22548350663169,85.0,75.42573744719991,25.053663139089526,30.0,26.22548350663169,False
Ethanol,12.407357846262322,25.31471203076729,100.0,25.31471203076727,0.8841025095078897,26.0,-0.6852879692327107,True
