seed,molecule,mape_percent,max_percent_difference,rmse_a0_2,mae_a0_2,max_abs_error_a0_2
1,2-Methylpropanal,4.330800711282792,7.819142089953796,1.6730906507277927,1.6461477685814903,2.1497706200280007
1,Propanone,8.542038766869199,11.502704712745928,2.308596658164361,2.297276037504115,2.672340144208267
1,Hexan-3-one,4.1220432200222605,6.498054634360495,2.1308652833982458,2.101285840967311,2.7053945129680343
1,"3,3-Dimethylbutan-2-one",2.0436904451503644,4.221862053587011,1.1649349060151153,1.0829537508307767,2.1780693253523182
1,Methanol,31.29330977339737,33.6236346009173,4.967168147170877,4.927231841800212,5.609063721006027
2,2-Methylpropanal,4.324461327542684,7.629682785601354,1.671412537542035,1.645027895779587,2.1500397318001845
2,Propanone,8.583557040716524,11.702329485059563,2.3184930881546735,2.307320126892101,2.64982024091184
2,Hexan-3-one,4.097375805298592,6.459344103097354,2.1207163749627025,2.0901455151624564,2.708942840067145
2,"3,3-Dimethylbutan-2-one",2.0195645321226943,4.065144316474817,1.1570205244001652,1.0718134250259221,2.1811608168821763
2,Methanol,10.442244657540405,23.31548686764097,2.005734883052819,1.6840452684680416,3.832306919528145
3,2-Methylpropanal,4.258792009285029,7.6600210859720725,1.6473120673679322,1.6187274609520979,2.149956026046901
3,Propanone,8.633715967992067,11.594428233725687,2.3341195282830487,2.3223595726512123,2.7041764807067885
3,Hexan-3-one,4.180159722368664,6.551826344574599,2.161196811316768,2.1313003683606464,2.758021034321196
3,"3,3-Dimethylbutan-2-one",2.100598559575034,4.074388036016758,1.1950787548802582,1.112968278224112,2.221510041931978
3,Methanol,29.72339293743949,40.20120185435123,5.054420363839046,4.779601200903188,6.666831616541929
4,2-Methylpropanal,4.296524148785886,7.469888029421696,1.6613629100396583,1.6341251662120024,2.1361438219408413
4,Propanone,8.599383555004247,11.758313934821928,2.3241600294557574,2.3122702411530827,2.6650082587383004
4,Hexan-3-one,4.148111629871362,6.591329510165321,2.1464870145895656,2.1136240032921543,2.797076848867114
4,"3,3-Dimethylbutan-2-one",2.0690660970041157,4.070534359258219,1.181561020623386,1.09529191315562,2.21940887200369
4,Methanol,7.556168417674989,13.619363499740478,1.4251957290645316,1.215715605769169,2.2303173554116285
5,2-Methylpropanal,4.634014315433785,8.039828678659013,1.7864408751122678,1.7622397079613448,2.290244200593442
5,Propanone,8.231983312515714,11.135238781460508,2.229707140740992,2.216806536696921,2.6277183110660296
5,Hexan-3-one,3.8329653093718523,6.027830593763181,1.9974116986335941,1.958579376831334,2.6546976407004337
5,"3,3-Dimethylbutan-2-one",1.7604863714078423,3.7975023208440497,1.0455188838302418,0.9402472866947994,2.0705415059736225
5,Methanol,15.494748758861267,24.68839681070851,2.557358451331612,2.4255708542797016,4.05796861403082
6,2-Methylpropanal,4.367270447068315,7.1457326372814185,1.6893869378517492,1.6610751165831474,2.2075119402865724
6,Propanone,8.51969561020182,11.422908922117623,2.306479530608478,2.293629470138025,2.672070760655121
6,Hexan-3-one,4.058603677414766,6.611325857942782,2.099543238528223,2.0700074521524354,2.6243534749416284
6,"3,3-Dimethylbutan-2-one",1.9812373664807421,3.9069117903275914,1.130177027310719,1.0516753620159005,2.0942108209591126
6,Methanol,6.447276651030289,12.097539258953145,1.2022347238340227,1.032728025246279,2.0097517350108944
7,2-Methylpropanal,4.3413091206401235,7.773230328476623,1.6774754151025444,1.6508142587219992,2.17773663442928
7,Propanone,8.55660358541321,11.703561890993576,2.3113007321120795,2.300010872604265,2.688186048003363
7,Hexan-3-one,4.109398422769365,6.502483061500114,2.1255997013227947,2.094456336651033,2.718777602443467
7,"3,3-Dimethylbutan-2-one",2.031136901980922,4.010394863883759,1.1605241377094788,1.0761242465144985,2.186618550681793
7,Methanol,14.270542072077246,41.55797402262934,2.334696833514584,2.0949378494662447,4.148924635233032
8,2-Methylpropanal,4.302583840124773,7.518700566305927,1.6634336803822178,1.6371437305059515,2.1396556708567758
8,Propanone,8.604856287806829,11.697531642677601,2.3227436173361746,2.3120367696203648,2.6718635276353844
8,Hexan-3-one,4.128404208686376,6.57761516641468,2.131616264265565,2.1027426776880573,2.6859315699510944
8,"3,3-Dimethylbutan-2-one",2.0497246927514525,3.988061782599004,1.1632202337726298,1.0844105875515229,2.16028410005282
8,Methanol,11.671761446414548,23.019518274990304,2.3660274516333173,1.8770733131131538,3.8313019210972286
9,2-Methylpropanal,4.33037178559363,7.768127005485235,1.6742757044022756,1.6467951000587024,2.1893349049424415
9,Propanone,8.574360378930026,11.859770573900457,2.314166820585689,2.3032897504057983,2.692356373987149
9,Hexan-3-one,4.1197407717511005,6.76948654761129,2.129375380916799,2.099013612679903,2.6771776890001178
9,"3,3-Dimethylbutan-2-one",2.0409039581473536,3.9656933806216954,1.1591696792182158,1.0806815225433686,2.1622456158807637
9,Methanol,9.336337047688069,27.69900884759246,2.0897818277387654,1.5317443039803667,4.552815211335972
10,2-Methylpropanal,4.32343233094929,7.238698709340502,1.6710923505670172,1.644267489141971,2.148743993768136
10,Propanone,8.574003880162815,11.749753134189456,2.3168421523214056,2.305218183993836,2.679630851858999
10,Hexan-3-one,4.12253707014168,6.5337112907030646,2.133178440873373,2.1007581453806394,2.7472928655628976
10,"3,3-Dimethylbutan-2-one",2.044157603077345,4.029687140305493,1.1704935379717634,1.082426055244105,2.1971374274858064
10,Methanol,9.834890783787149,47.02670091368158,1.732865267492798,1.4407014068367998,4.64679967890452
11,2-Methylpropanal,4.333606035242221,7.573787630646353,1.675415987897983,1.6473299986223622,2.185564684040557
11,Propanone,8.57797859752285,11.918742479035007,2.3177349671414866,2.3062708978544695,2.677187983923492
11,Hexan-3-one,4.110400262211788,6.549411746010425,2.1275907522298647,2.095608212835734,2.716067665897228
11,"3,3-Dimethylbutan-2-one",2.031970446573963,3.953275699670759,1.1602281412168274,1.0772761226991998,2.1554750278351094
11,Methanol,15.555744992705572,22.928275596692078,2.849450822762953,2.529911845872727,3.814512722363313
12,2-Methylpropanal,4.343014895631379,7.881232615824452,1.6778048675855521,1.6514965300623106,2.140742004946027
12,Propanone,8.547260345660042,11.637724183379266,2.309007352508958,2.297586075973938,2.6783285059999464
12,Hexan-3-one,4.105751052469506,6.475151800859193,2.123915278568822,2.0924686244439594,2.7297105767594942
12,"3,3-Dimethylbutan-2-one",2.027664330083535,4.0442962983496304,1.1595187184017586,1.0741365343074254,2.181068942823252
12,Methanol,3.7402326815575933,11.383806395062686,0.7368626997974255,0.5742514925293005,1.8711271296210992
13,2-Methylpropanal,4.287605360708126,7.637382912881523,1.6573953513368327,1.6304891942388904,2.1278477278287937
13,Propanone,8.599536236163585,11.655467209298061,2.3238758521733596,2.3120514754248247,2.7156524349752225
13,Hexan-3-one,4.162375151814599,6.603978667985973,2.151183887150905,2.1210026323520093,2.7430990062233462
13,"3,3-Dimethylbutan-2-one",2.0830858079528363,4.119109346498071,1.1845168978967275,1.1026705422154743,2.208200010253975
13,Methanol,7.064149449957928,15.852391449709241,1.3200955917183768,1.1262131337474224,2.605617021367234
14,2-Methylpropanal,4.320700329073027,7.53402398000695,1.6700511049310838,1.643715841254719,2.1480122667882924
14,Propanone,8.564323261603162,11.518447491892191,2.3159601498215907,2.3041171427688814,2.6599771172818514
14,Hexan-3-one,4.122737631922458,6.639050374955288,2.134372614085901,2.1009342683105836,2.775307391579375
14,"3,3-Dimethylbutan-2-one",2.0440501920301557,4.058033819406615,1.1694772861175968,1.0826021781740494,2.2125931061599786
14,Methanol,5.367676773536161,10.569494404046512,0.9230346891076678,0.8440842776121164,1.7372807512228352
15,2-Methylpropanal,4.324771375780047,7.532335758692127,1.6710253655536187,1.6451810360838244,2.1411361628471184
15,Propanone,8.571070157872864,11.739725860780187,2.3168189637322936,2.304870645748632,2.678025231015699
15,Hexan-3-one,4.1209850920769755,6.512703337293749,2.1318103225066762,2.100123947340069,2.754556663579905
15,"3,3-Dimethylbutan-2-one",2.0426774361203606,4.10268722486999,1.1688878590862237,1.0817918572035345,2.202868759336617
15,Methanol,5.191907907802752,13.934175263831564,0.9999921640155764,0.8218686530019038,2.290324734998878
16,2-Methylpropanal,4.341696339406457,7.214695049413819,1.6787678493893698,1.6514763672062194,2.1828360955648876
16,Propanone,8.552054442826662,12.36897146706534,2.310568360776724,2.29868471673891,2.702510721569592
16,Hexan-3-one,4.10740735871075,6.636713418592241,2.1223988422997953,2.093132883584515,2.6724283294254647
16,"3,3-Dimethylbutan-2-one",2.02921812850831,4.021275432529439,1.1554396979010384,1.07480079344798,2.1507007002905354
16,Methanol,9.981659304243555,21.82101150239002,1.780716288987866,1.5331403190963317,2.9892486759690584
17,2-Methylpropanal,4.334107292014437,7.160457295942818,1.676471286037388,1.6484925123673577,2.1979557297024854
17,Propanone,8.56131985547152,11.591803354682767,2.313109416996844,2.301567981062418,2.6850528930862545
17,Hexan-3-one,4.111934251200537,6.66430414927656,2.123282228746646,2.095271187403892,2.651121721430144
17,"3,3-Dimethylbutan-2-one",2.0335898292635015,4.1090343526360895,1.1535293734086474,1.0769390972673576,2.1214902687276833
17,Methanol,12.992976532700727,21.194949819292653,2.425604900505289,2.1202667041379817,3.507043888766848
18,2-Methylpropanal,4.326809014112412,7.061520967295055,1.6739515983843187,1.6459252019097528,2.199845248345497
18,Propanone,8.570546751498991,11.585899941744138,2.316103048573707,2.3045872966781187,2.6668840420327093
18,Hexan-3-one,4.121149027640796,6.550192790178677,2.1316000618375606,2.1001195481772075,2.7688982548820817
18,"3,3-Dimethylbutan-2-one",2.0427783242351367,4.241230292927687,1.167644182427953,1.081787458040673,2.2182215224841997
18,Methanol,36.3494180504392,48.126902649761774,6.212737819960273,5.87298418421386,7.93007329916931
19,2-Methylpropanal,4.475724019416974,8.699377079200147,1.725401253519298,1.6995044369022727,2.216339247979491
19,Propanone,8.453626760218198,11.202793523750094,2.291444307923243,2.278448234017689,2.704366407580455
19,Hexan-3-one,3.9944167030311357,6.259294822502995,2.070722613443537,2.039393727251769,2.6279498884426005
19,"3,3-Dimethylbutan-2-one",1.9186318230722654,3.8481446456490014,1.1072349698017767,1.0210616371152348,2.0981536116705968
19,Methanol,7.4504174625986295,22.91308296330027,1.6206634205433574,1.1884852689902914,3.766164819395108
20,2-Methylpropanal,4.266424700966068,7.622379027026133,1.6514165878350215,1.6240595269627345,2.1527325329186766
20,Propanone,8.640373120777063,12.087329395613489,2.331683635572305,2.320686162043371,2.7160166237899794
20,Hexan-3-one,4.138853921471718,6.721454302583892,2.134685506173015,2.105650170713009,2.710226310865778
20,"3,3-Dimethylbutan-2-one",2.0598149884946126,4.1662886943818265,1.1659272055039809,1.0873180805764746,2.183284999966986
20,Methanol,7.279467436924004,11.908130935894047,1.3324351023709589,1.185173409440839,1.983275252569193
