step,loss
1,0.4787024887676868
20000,0.00044687765403165754
40000,0.00044552360421362935
60000,0.0004443583097998938
80000,0.0004430287695482417
100000,0.0005505086387487739
120000,0.0004392504789938423
140000,0.0004372619805807611
160000,0.0004392596651530156
180000,0.00043256707158985836
200000,0.00043082834810809423
220000,0.00042963666345245997
240000,0.00042906690216777676
260000,0.0004282319949669492
280000,0.00042793541959425816
300000,0.0004275586214251564
320000,0.0004287077990066979
340000,0.0004265945291364718
360000,0.00042632163742951424
380000,0.00042888476466829676
400000,0.0004252191702518521
