25	31.4841849
25.75	32.53449698
26.5	33.57389521
27.25	34.61329345
28	35.65269168
28.75	36.69208992
29.5	37.73148815
30.25	38.57382878
31	39.26405696
31.75	39.95428515
32.5	40.64451333
33.25	41.33474151
34	42.0249697
34.75	42.71519788
35.5	43.40542607
36.25	44.09565425
37	44.78588244
37.75	45.47611062
38.5	46.1663388
39.25	46.85656699
40	47.46991228
40.75	47.75188379
41.5	48.0338553
42.25	48.31582681
43	48.59779833
43.75	48.87976984
44.5	49.16174135
45.25	49.4567614
46	49.88660835
46.75	50.31645531
47.5	50.74630227
48.25	51.17614922
49	51.60599618
49.75	52.03584314
50.5	52.46531873
51.25	52.89456871
52	53.3238187
52.75	53.75306868
53.5	54.18231866
54.25	54.61156864
55	55.04081863
55.75	55.38715938
56.5	55.73056305
57.25	56.07396671
58	56.41737038
58.75	56.76077404
59.5	57.10417771
60.25	57.3064656
61	57.42460785
61.75	57.5427501
62.5	57.66089235
63.25	57.77903459
64	57.89717684
64.75	58.01531909
65.5	58.13281088
66.25	58.25004536
67	58.36727984
67.75	58.48451433
68.5	58.60174881
69.25	58.71898329
70	58.83365991
70.75	58.94067979
71.5	59.04769967
72.25	59.15471956
73	59.26173944
73.75	59.36875933
74.5	59.47577921
75.25	59.60064551
76	59.7412922
76.75	59.88193888
77.5	60.02258557
78.25	60.16323225
79	60.30387894
79.75	60.44452563
80.5	60.48862055
81.25	60.47373258
82	60.4588446
82.75	60.44395663
83.5	60.42906866
84.25	60.41418069
85	60.4075154
85.75	60.48272243
86.5	60.55792946
87.25	60.63313649
88	60.70834353
88.75	60.78355056
89.5	60.85875759
90.25	60.92245238
91	60.96667586
91.75	61.01089935
92.5	61.05512283
93.25	61.09934632
94	61.1435698
94.75	61.18779329
95.5	61.07696315
96.25	61.07138793
97	61.0658127
97.75	61.06023748
98.5	61.05466226
99.25	61.04908703
100	61.04351181
