seed,epoch,loss
1,1,0.2617020320812894
1,6000,0.0003316303680283176
1,12000,0.0002503734912860938
1,18000,0.00018202995314597139
1,24000,0.00017373232169689588
1,30000,0.0001662966263976773
1,36000,0.00010613962824862059
1,42000,9.234867292604909e-05
1,48000,8.344089277981243e-05
1,54000,8.025866211080999e-05
1,60000,8.18359130130598e-05
1,66000,7.7751764413073e-05
1,72000,7.713991091748656e-05
1,78000,7.653065621489411e-05
1,84000,7.531705162766675e-05
1,90000,7.456611087181088e-05
1,96000,7.640297348990665e-05
1,102000,7.376881124123433e-05
1,108000,7.470314208363809e-05
1,114000,7.050233680893043e-05
1,120000,6.976622505738178e-05
2,1,0.30553611588998203
2,6000,0.00032140535636140374
2,12000,0.00023584021385673125
2,18000,0.00018629990215441382
2,24000,0.00018064974099141255
2,30000,0.000177697894579932
2,36000,0.00017604791419090796
2,42000,0.00017380913675965804
2,48000,0.00016632273463055544
2,54000,0.00014758508464885495
2,60000,7.990112975038214e-05
2,66000,7.769239315188315e-05
2,72000,7.843279957085268e-05
2,78000,7.575485248664445e-05
2,84000,7.429821234142652e-05
2,90000,7.394395423352067e-05
2,96000,7.302069813852674e-05
2,102000,7.118851394042494e-05
2,108000,7.04342295260089e-05
2,114000,7.408061474073185e-05
2,120000,7.190978805898376e-05
3,1,0.3022068950619998
3,6000,0.00032483684561426156
3,12000,0.00022936385102422421
3,18000,0.0001909414572253351
3,24000,0.00018210578273577009
3,30000,0.00017450092355388602
3,36000,0.0001563143536589155
3,42000,9.656109103038614e-05
3,48000,8.342145403951943e-05
3,54000,7.687814015945879e-05
3,60000,7.466592811245891e-05
3,66000,7.347670873840627e-05
3,72000,7.2685705667261e-05
3,78000,7.106129501328918e-05
3,84000,7.648719212163628e-05
3,90000,6.981639860723783e-05
3,96000,7.083188433421866e-05
3,102000,6.933063998596762e-05
3,108000,6.898233856045818e-05
3,114000,7.261988587601504e-05
3,120000,6.860182798907909e-05
4,1,0.25379143368175056
4,6000,0.00032526172559652403
4,12000,0.0002256743961806743
4,18000,0.0001896430446887694
4,24000,0.00017741399482584664
4,30000,0.000173889974722071
4,36000,0.00016948158571958408
4,42000,8.795113886820361e-05
4,48000,8.057369133682602e-05
4,54000,7.978162309869958e-05
4,60000,8.16523927405616e-05
4,66000,7.69318056927611e-05
4,72000,7.636175358731304e-05
4,78000,7.50096044636607e-05
4,84000,7.271208179437472e-05
4,90000,7.406511084782872e-05
4,96000,7.11935163591058e-05
4,102000,7.348073121208866e-05
4,108000,7.021669757652631e-05
4,114000,7.184616873865052e-05
4,120000,6.989543915812243e-05
5,1,0.3574865881748082
5,6000,0.000329945898394307
5,12000,0.00021535019033980764
5,18000,0.00018561688983109658
5,24000,0.0001794675694654275
5,30000,0.00017600741930183118
5,36000,0.00017424462185369792
5,42000,0.0001714562210599711
5,48000,0.00016308905666428307
5,54000,0.00010928164558484203
