seed,molecule,mape_percent,max_percent_difference,rmse_a0_2,mae_a0_2,max_abs_error_a0_2
1,Ethanal,28.313522359149847,38.4812099603634,6.134407848632877,5.937748303038576,8.11466928039802
1,Propanal,4.556421856919415,37.6096160492286,1.7609701239584314,1.0341028946984137,6.368947920055373
1,3-Methylbutan-2-one,5.3409353672040965,9.32341202834297,2.656335329574092,2.6410364200048386,3.157716916687143
1,Molecular Nitrogen,10307.406599818649,35826.21784134323,63.64261900677587,62.78318155042069,80.17257133148274
1,Ethanol,5.113978441208527,10.029454745898951,1.2370341525383,1.1743309679402096,2.3208135062390483
2,Ethanal,11.11434241961311,28.7684458649005,2.2758518444337477,2.190200892542758,3.3623879047224623
2,Propanal,29.169968463504254,61.30993601757222,8.342041100688904,8.16268072269338,10.382445515177057
2,3-Methylbutan-2-one,5.073218705157442,8.396219778843609,2.5168127721365177,2.5016995891780267,3.080632110296996
2,Molecular Nitrogen,214.35153754225922,1735.4730511740154,1.3435051807740162,0.9971341435964499,3.883673615933612
2,Ethanol,54.71296597643178,126.9493372863548,12.323664346451796,12.104615812811813,18.697943264742154
3,Ethanal,35.23477741120625,38.10719420293318,7.815159441857071,7.62184905679143,8.884819743352272
3,Propanal,10.901200113127173,47.37818573500286,3.5306713170962,2.6881219545776767,8.023192714809241
3,3-Methylbutan-2-one,5.328152760639964,9.643352778222548,2.6472614801011183,2.6313116138584167,3.1932838173261757
3,Molecular Nitrogen,2908.19168786507,6626.036166625178,19.733443681989307,19.598500416343512,22.453545561607015
3,Ethanol,37.855231455768184,109.62142103065602,8.793052267872497,8.291319671887058,16.14577243840351
4,Ethanal,10.286405004785085,20.23471730317872,2.5472342995735167,2.2806924958671138,3.46560514308338
4,Propanal,13.244876061709931,50.81794367959439,3.9330896500704684,3.4328815769574708,8.60569372141416
4,3-Methylbutan-2-one,5.428207812374775,9.397818233994093,2.696250575229173,2.683260460026695,3.1906802406106607
4,Molecular Nitrogen,402.88133883766994,738.0677327420932,3.8648985106345712,3.2638735127664265,6.723643425852771
4,Ethanol,19.075131892161707,55.34781561029819,4.666353880185015,4.196315445489966,8.151994632113777
