molecule,mean_curve_mape_percent,mean_curve_max_percent_difference,mean_curve_energy_at_max_error_eV,across_seed_mean_of_max_percent_difference,across_seed_std_of_max_percent_difference,article_table2_max_percent,delta_vs_article_pp,close_to_article
2-Methylpropanal,5.144134273129857,7.08047493768025,44.5,7.081590105880156,0.7608738821951381,5.0,2.0804749376802496,True
Propanone,13.480267653566386,19.086325001263152,35.5,19.091454785934207,1.2600980340153038,16.0,3.086325001263152,True
Hexan-3-one,3.8615426709150733,6.086966101019373,30.25,6.086966101019372,0.6130148722777452,7.0,-0.9130338989806273,True
"3,3-Dimethylbutan-2-one",5.237104431261965,7.337657993999544,60.25,7.339074520054822,0.7389481907238166,6.0,1.337657993999544,True
Methanol,6.39028236364268,10.732128365034749,85.0,11.434877250734862,0.775226776917202,9.0,1.7321283650347485,True
