step,loss
1,0.4981669291916745
20000,0.0005987888771581869
40000,0.0005740614447432497
60000,0.0005582972258369373
80000,0.0005386633066019938
100000,0.0005196467985187701
120000,0.0005027831255303298
140000,0.0006212862365948451
160000,0.00046551670171043305
180000,0.0010550361955848284
200000,0.0004301649762581012
220000,0.0004169618529476776
240000,0.0004047009245497284
260000,0.000526793686404783
280000,0.00038330000544602264
300000,0.000375210328527943
320000,0.00036867491875468506
340000,0.00036323038437367203
360000,0.0003587950453213541
380000,0.0003552091651526126
400000,0.000352326823444981
