step,loss
1,0.4241489025834613
20000,0.0005993783491998802
40000,0.0005650226982891967
60000,0.0005509412492060251
80000,0.0005406529168898332
100000,0.0005231553550944383
120000,0.0005102662436059241
140000,0.0004965334655579235
160000,0.0004814402488710416
180000,0.0004653872165854147
200000,0.00044926294755450575
220000,0.00043414574166379097
240000,0.0004207699908008549
260000,0.00040930696039201945
280000,0.00039943831372348795
300000,0.00038995298924597116
320000,0.00038095925558639677
340000,0.00037329091074941075
360000,0.00036701897441750295
380000,0.0003619149634727985
400000,0.0005471356777334243
