step,loss
1,0.5640248227953585
20000,0.0002711255614181282
40000,0.00021953749268924694
60000,0.0001861389394412165
80000,0.00017408200209674822
100000,0.00017097487512364668
120000,0.00017019197122074766
140000,0.00016992259609224672
160000,0.0001697815996541102
180000,0.000169693209020405
200000,0.00016959759893712452
220000,0.00016952859924710667
240000,0.0002142784099518975
260000,0.0001694095681742759
280000,0.0001693574466767667
300000,0.00016931075621606654
320000,0.00016926582560258336
340000,0.0001692247215977681
360000,0.00017005175234046643
380000,0.00016915061516432355
400000,0.00016914469550097832
